ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-BLG-RRLYR-19126	0.617	0.055	0.683	0.021	1.549	0.043	6390	110	0.414	0.089	0.94	0.10	0.540	0.029	-0.437	0.082	
OGLE-BLG-RRLYR-19163	0.649	0.059	0.721	0.021	1.641	0.044	6480	100	0.179	0.090	0.71	0.10	0.531	0.029	-0.643	0.083	
OGLE-BLG-RRLYR-19222	0.671	0.062	0.733	0.023	1.693	0.046	6560	110	0.110	0.093	0.61	0.10	0.501	0.029	-0.674	0.089	
OGLE-BLG-RRLYR-19233	0.563	0.051	0.660	0.020	1.623	0.042	6830	100	0.276	0.088	0.716	0.099	0.440	0.029	-0.411	0.080	
OGLE-BLG-RRLYR-19291	0.763	0.058	0.776	0.022	1.647	0.043	6110	110	0.112	0.090	0.72	0.10	0.619	0.030	-0.842	0.085	
OGLE-BLG-RRLYR-19304	0.595	0.052	0.787	0.020	1.675	0.042	6120	100	0.001	0.088	0.627	0.099	0.613	0.030	-0.939	0.082	
OGLE-BLG-RRLYR-19321	0.652	0.054	0.716	0.021	1.574	0.043	6260	110	0.339	0.090	0.90	0.10	0.575	0.030	-0.559	0.083	
OGLE-BLG-RRLYR-19336	0.699	0.056	0.762	0.020	1.689	0.043	6350	100	0.039	0.089	0.60	0.10	0.562	0.029	-0.828	0.081	
OGLE-BLG-RRLYR-19401	0.676	0.053	0.723	0.020	1.568	0.042	6190	100	0.293	0.089	0.90	0.10	0.605	0.029	-0.636	0.082	
OGLE-BLG-RRLYR-19437	0.607	0.058	0.709	0.021	1.630	0.043	6530	100	0.199	0.091	0.72	0.10	0.518	0.029	-0.597	0.084	
OGLE-BLG-RRLYR-19519	0.674	0.064	0.745	0.022	1.648	0.045	6320	110	0.139	0.093	0.71	0.10	0.569	0.029	-0.748	0.089	
OGLE-BLG-RRLYR-19554	0.639	0.058	0.729	0.023	1.659	0.045	6490	110	0.198	0.091	0.70	0.10	0.516	0.029	-0.613	0.086	
OGLE-BLG-RRLYR-19589	0.627	0.060	0.738	0.022	1.706	0.044	6580	110	0.058	0.092	0.56	0.10	0.500	0.029	-0.721	0.088	
OGLE-BLG-RRLYR-19614	0.587	0.060	0.710	0.022	1.720	0.044	6840	100	0.077	0.090	0.52	0.10	0.439	0.029	-0.593	0.083	
OGLE-BLG-RRLYR-19653	0.598	0.057	0.768	0.022	1.729	0.043	6440	110	-0.064	0.092	0.48	0.10	0.536	0.030	-0.886	0.089	
OGLE-BLG-RRLYR-19746	0.595	0.051	0.710	0.019	1.631	0.042	6490	100	0.206	0.087	0.740	0.099	0.524	0.029	-0.613	0.079	
OGLE-BLG-RRLYR-19774	0.580	0.059	0.748	0.023	1.665	0.044	6360	110	0.089	0.094	0.63	0.10	0.550	0.030	-0.763	0.092	
OGLE-BLG-RRLYR-19843	0.740	0.055	0.790	0.020	1.706	0.043	6220	100	-0.001	0.089	0.590	0.099	0.592	0.029	-0.922	0.082	
OGLE-BLG-RRLYR-19869	0.631	0.071	0.799	0.027	1.787	0.051	6420	110	-0.19	0.11	0.35	0.11	0.537	0.031	-1.02	0.11	
OGLE-BLG-RRLYR-19896	0.671	0.056	0.753	0.021	1.548	0.042	5920	110	0.286	0.088	0.963	0.099	0.671	0.032	-0.744	0.083	
OGLE-BLG-RRLYR-19904	0.585	0.055	0.739	0.021	1.677	0.043	6470	110	0.074	0.090	0.59	0.10	0.525	0.029	-0.738	0.085	
OGLE-BLG-RRLYR-19968	0.586	0.052	0.713	0.020	1.588	0.044	6370	100	0.270	0.092	0.82	0.10	0.554	0.029	-0.587	0.081	
OGLE-BLG-RRLYR-19995	0.550	0.052	0.713	0.020	1.557	0.045	6230	100	0.323	0.090	0.90	0.10	0.581	0.029	-0.588	0.079	
OGLE-BLG-RRLYR-20166	0.654	0.060	0.714	0.022	1.661	0.044	6620	110	0.181	0.091	0.68	0.10	0.497	0.030	-0.588	0.086	
OGLE-BLG-RRLYR-20263	0.661	0.050	0.812	0.019	1.773	0.042	6280	100	-0.181	0.087	0.402	0.099	0.576	0.028	-1.062	0.078	
OGLE-BLG-RRLYR-20485	0.667	0.058	0.711	0.020	1.598	0.043	6390	110	0.255	0.089	0.81	0.10	0.555	0.029	-0.600	0.082	
OGLE-BLG-RRLYR-20513	0.572	0.051	0.679	0.019	1.535	0.042	6400	100	0.430	0.088	0.97	0.10	0.546	0.028	-0.427	0.078	
OGLE-BLG-RRLYR-20561	0.647	0.051	0.715	0.019	1.622	0.042	6460	100	0.219	0.088	0.766	0.099	0.539	0.028	-0.616	0.078	
OGLE-BLG-RRLYR-20562	0.662	0.051	0.785	0.020	1.640	0.042	6040	100	0.079	0.087	0.720	0.098	0.639	0.028	-0.900	0.078	
OGLE-BLG-RRLYR-20563	0.541	0.051	0.667	0.019	1.556	0.042	6560	100	0.410	0.088	0.89	0.10	0.500	0.028	-0.375	0.079	
OGLE-BLG-RRLYR-20587	0.571	0.051	0.692	0.019	1.599	0.042	6540	100	0.320	0.087	0.824	0.099	0.508	0.028	-0.473	0.078	
OGLE-BLG-RRLYR-20610	0.649	0.052	0.721	0.019	1.620	0.042	6390	100	0.223	0.087	0.773	0.099	0.550	0.028	-0.633	0.078	
OGLE-BLG-RRLYR-20635	0.615	0.051	0.710	0.019	1.664	0.042	6661	99	0.153	0.088	0.654	0.099	0.490	0.028	-0.606	0.078	
OGLE-BLG-RRLYR-20642	0.579	0.055	0.750	0.021	1.568	0.043	6010	110	0.232	0.089	0.90	0.10	0.659	0.031	-0.776	0.084	
OGLE-BLG-RRLYR-20671	0.550	0.052	0.691	0.019	1.599	0.042	6540	100	0.286	0.087	0.802	0.099	0.512	0.028	-0.506	0.078	
OGLE-BLG-RRLYR-20725	0.748	0.050	0.846	0.019	1.806	0.042	6172	99	-0.249	0.087	0.345	0.098	0.598	0.028	-1.178	0.078	
OGLE-BLG-RRLYR-20743	0.564	0.050	0.696	0.019	1.592	0.042	6484	99	0.266	0.087	0.811	0.098	0.532	0.028	-0.553	0.077	
OGLE-BLG-RRLYR-20830	0.633	0.055	0.701	0.020	1.626	0.043	6570	100	0.234	0.089	0.74	0.10	0.509	0.028	-0.551	0.080	
OGLE-BLG-RRLYR-20836	0.680	0.053	0.723	0.019	1.601	0.042	6300	100	0.248	0.088	0.829	0.099	0.575	0.028	-0.645	0.079	
OGLE-BLG-RRLYR-20873	0.656	0.064	0.715	0.022	1.694	0.045	6710	110	0.116	0.093	0.58	0.10	0.471	0.030	-0.613	0.087	
OGLE-BLG-RRLYR-20876	0.644	0.052	0.701	0.020	1.612	0.042	6520	100	0.298	0.089	0.80	0.10	0.514	0.028	-0.505	0.079	
OGLE-BLG-RRLYR-20886	0.614	0.051	0.710	0.019	1.651	0.042	6580	100	0.181	0.087	0.682	0.099	0.501	0.028	-0.596	0.078	
OGLE-BLG-RRLYR-20932	0.716	0.052	0.734	0.020	1.638	0.042	6340	100	0.182	0.089	0.73	0.10	0.562	0.028	-0.688	0.080	
OGLE-BLG-RRLYR-20934	0.682	0.051	0.756	0.019	1.649	0.042	6239	99	0.109	0.088	0.704	0.099	0.589	0.028	-0.806	0.078	
OGLE-BLG-RRLYR-20996	0.625	0.052	0.737	0.020	1.695	0.042	6560	100	0.064	0.088	0.579	0.099	0.510	0.028	-0.723	0.079	
OGLE-BLG-RRLYR-21084	0.631	0.050	0.750	0.020	1.577	0.042	6060	100	0.235	0.088	0.87	0.10	0.633	0.028	-0.747	0.078	
OGLE-BLG-RRLYR-21088	0.739	0.057	0.735	0.021	1.602	0.043	6210	110	0.251	0.090	0.84	0.10	0.596	0.029	-0.680	0.086	
OGLE-BLG-RRLYR-21096	0.686	0.051	0.735	0.019	1.636	0.042	6340	100	0.190	0.087	0.740	0.099	0.557	0.028	-0.680	0.078	
OGLE-BLG-RRLYR-21098	0.665	0.050	0.758	0.019	1.632	0.042	6201	99	0.192	0.087	0.780	0.099	0.594	0.028	-0.726	0.077	
OGLE-BLG-RRLYR-21100	0.649	0.051	0.726	0.019	1.658	0.042	6500	100	0.193	0.087	0.688	0.099	0.511	0.028	-0.609	0.078	
OGLE-BLG-RRLYR-21142	0.557	0.053	0.683	0.020	1.624	0.043	6700	100	0.247	0.089	0.73	0.10	0.478	0.028	-0.497	0.082	
OGLE-BLG-RRLYR-21180	0.570	0.053	0.691	0.020	1.592	0.042	6530	100	0.279	0.088	0.807	0.099	0.519	0.028	-0.524	0.080	
OGLE-BLG-RRLYR-21200	0.602	0.050	0.711	0.019	1.665	0.042	6650	100	0.145	0.087	0.646	0.098	0.490	0.028	-0.613	0.077	
OGLE-BLG-RRLYR-21250	0.608	0.057	0.692	0.022	1.613	0.044	6580	110	0.284	0.091	0.78	0.10	0.504	0.029	-0.521	0.086	
OGLE-BLG-RRLYR-21442	0.636	0.052	0.704	0.019	1.644	0.042	6642	99	0.209	0.088	0.710	0.099	0.498	0.028	-0.559	0.078	
OGLE-BLG-RRLYR-21500	0.723	0.050	0.762	0.019	1.608	0.041	6060	100	0.191	0.087	0.827	0.098	0.634	0.028	-0.793	0.077	
OGLE-BLG-RRLYR-21686	0.706	0.053	0.720	0.019	1.704	0.042	6690	100	0.112	0.088	0.604	0.099	0.486	0.028	-0.646	0.079	
OGLE-BLG-RRLYR-21903	0.614	0.050	0.776	0.019	1.707	0.042	6301	99	-0.033	0.088	0.545	0.099	0.572	0.028	-0.908	0.078	
OGLE-BLG-RRLYR-22153	0.589	0.050	0.683	0.019	1.577	0.042	6540	100	0.319	0.087	0.850	0.098	0.519	0.028	-0.485	0.077	
OGLE-BLG-RRLYR-22427	0.590	0.053	0.684	0.019	1.591	0.043	6570	100	0.309	0.088	0.82	0.10	0.510	0.028	-0.475	0.079	
OGLE-BLG-RRLYR-22536	0.572	0.052	0.745	0.019	1.720	0.042	6600	100	-0.008	0.088	0.505	0.099	0.502	0.028	-0.782	0.079	
OGLE-BLG-RRLYR-22593	0.557	0.051	0.713	0.019	1.649	0.042	6580	100	0.121	0.087	0.647	0.099	0.503	0.029	-0.663	0.078	
OGLE-BLG-RRLYR-22681	0.654	0.053	0.719	0.020	1.689	0.042	6650	100	0.129	0.088	0.606	0.099	0.482	0.028	-0.622	0.079	
OGLE-BLG-RRLYR-22755	0.666	0.051	0.841	0.020	1.843	0.043	6330	100	-0.308	0.090	0.23	0.10	0.548	0.030	-1.163	0.079	
OGLE-BLG-RRLYR-22809	0.648	0.052	0.755	0.020	1.746	0.042	6600	100	-0.046	0.088	0.457	0.099	0.498	0.028	-0.814	0.079	
OGLE-BLG-RRLYR-22822	0.628	0.049	0.743	0.019	1.726	0.041	6646	99	-0.001	0.087	0.499	0.098	0.496	0.028	-0.770	0.077	
OGLE-BLG-RRLYR-22828	0.551	0.052	0.684	0.020	1.618	0.042	6640	100	0.288	0.088	0.767	0.099	0.481	0.028	-0.469	0.079	
OGLE-BLG-RRLYR-22959	0.667	0.053	0.722	0.020	1.640	0.042	6460	100	0.189	0.088	0.725	0.099	0.534	0.028	-0.638	0.080	
OGLE-BLG-RRLYR-23002	0.640	0.059	0.734	0.022	1.676	0.044	6500	110	0.134	0.090	0.64	0.10	0.515	0.029	-0.669	0.084	
OGLE-BLG-RRLYR-23003	0.696	0.058	0.741	0.021	1.654	0.045	6390	100	0.135	0.093	0.70	0.10	0.559	0.029	-0.731	0.085	
OGLE-BLG-RRLYR-23117	0.687	0.063	0.741	0.023	1.645	0.045	6330	110	0.187	0.091	0.74	0.10	0.557	0.029	-0.681	0.086	
OGLE-BLG-RRLYR-23177	0.637	0.062	0.715	0.022	1.623	0.045	6450	100	0.222	0.092	0.76	0.10	0.537	0.029	-0.611	0.088	
OGLE-BLG-RRLYR-23213	0.582	0.055	0.698	0.020	1.657	0.043	6710	100	0.200	0.089	0.67	0.10	0.470	0.028	-0.529	0.081	
OGLE-BLG-RRLYR-23242	0.565	0.052	0.674	0.019	1.639	0.042	6830	100	0.244	0.088	0.702	0.099	0.448	0.028	-0.451	0.079	
OGLE-BLG-RRLYR-23249	0.659	0.050	0.740	0.020	1.532	0.042	5980	100	0.324	0.087	0.983	0.099	0.658	0.029	-0.681	0.079	
OGLE-BLG-RRLYR-23282	0.624	0.052	0.721	0.020	1.640	0.042	6480	100	0.165	0.089	0.705	0.099	0.532	0.029	-0.670	0.082	
OGLE-BLG-RRLYR-23289	0.559	0.049	0.686	0.019	1.570	0.042	6490	100	0.321	0.087	0.865	0.098	0.530	0.028	-0.499	0.076	
OGLE-BLG-RRLYR-23297	0.665	0.054	0.778	0.020	1.789	0.042	6620	100	-0.143	0.089	0.36	0.10	0.500	0.028	-0.914	0.080	
OGLE-BLG-RRLYR-23306	0.665	0.050	0.743	0.019	1.622	0.042	6240	100	0.200	0.087	0.772	0.099	0.578	0.028	-0.695	0.078	
OGLE-BLG-RRLYR-23309	0.645	0.052	0.718	0.020	1.709	0.042	6760	100	0.123	0.088	0.553	0.099	0.443	0.028	-0.569	0.079	
OGLE-BLG-RRLYR-23344	0.584	0.052	0.678	0.019	1.589	0.042	6620	100	0.320	0.087	0.830	0.099	0.498	0.029	-0.456	0.079	
OGLE-BLG-RRLYR-23352	0.597	0.053	0.682	0.020	1.614	0.043	6660	100	0.298	0.089	0.78	0.10	0.481	0.029	-0.453	0.080	
OGLE-BLG-RRLYR-23364	0.654	0.052	0.781	0.019	1.736	0.042	6400	100	-0.070	0.088	0.488	0.099	0.551	0.028	-0.924	0.079	
OGLE-BLG-RRLYR-23367	0.659	0.057	0.732	0.022	1.685	0.044	6540	110	0.125	0.091	0.61	0.10	0.503	0.030	-0.664	0.086	
OGLE-BLG-RRLYR-23372	0.545	0.050	0.712	0.020	1.633	0.042	6510	110	0.167	0.087	0.691	0.098	0.522	0.029	-0.645	0.080	
OGLE-BLG-RRLYR-23375	0.531	0.050	0.665	0.019	1.596	0.042	6740	100	0.309	0.087	0.794	0.099	0.468	0.028	-0.416	0.077	
OGLE-BLG-RRLYR-23422	0.545	0.050	0.675	0.019	1.552	0.042	6487	99	0.355	0.087	0.900	0.098	0.532	0.028	-0.471	0.077	
OGLE-BLG-RRLYR-23462	0.678	0.052	0.729	0.020	1.590	0.042	6220	100	0.257	0.088	0.850	0.099	0.594	0.028	-0.667	0.080	
OGLE-BLG-RRLYR-23464	0.624	0.053	0.723	0.020	1.605	0.042	6320	100	0.227	0.088	0.798	0.099	0.565	0.029	-0.652	0.081	
OGLE-BLG-RRLYR-23470	0.561	0.051	0.700	0.019	1.557	0.042	6330	100	0.349	0.087	0.904	0.099	0.558	0.028	-0.524	0.078	
OGLE-BLG-RRLYR-23476	0.617	0.055	0.762	0.020	1.616	0.043	6080	100	0.149	0.089	0.77	0.10	0.624	0.029	-0.815	0.081	
OGLE-BLG-RRLYR-23479	0.677	0.065	0.706	0.023	1.698	0.047	6800	110	0.174	0.096	0.60	0.11	0.442	0.031	-0.521	0.092	
OGLE-BLG-RRLYR-23514	0.690	0.051	0.784	0.019	1.772	0.042	6500	100	-0.121	0.087	0.408	0.099	0.526	0.028	-0.937	0.078	
OGLE-BLG-RRLYR-23525	0.552	0.050	0.711	0.020	1.628	0.042	6510	100	0.171	0.087	0.689	0.098	0.519	0.029	-0.647	0.080	
OGLE-BLG-RRLYR-23548	0.573	0.051	0.702	0.019	1.709	0.042	6878	99	0.081	0.087	0.530	0.098	0.437	0.028	-0.594	0.077	
OGLE-BLG-RRLYR-23555	0.633	0.051	0.790	0.020	1.668	0.042	6070	100	0.011	0.088	0.662	0.099	0.632	0.029	-0.956	0.081	
OGLE-BLG-RRLYR-23567	0.651	0.050	0.735	0.019	1.540	0.042	6020	100	0.303	0.087	0.947	0.099	0.645	0.029	-0.685	0.078	
OGLE-BLG-RRLYR-23574	0.631	0.062	0.723	0.022	1.622	0.045	6370	110	0.208	0.093	0.75	0.10	0.550	0.030	-0.641	0.087	
OGLE-BLG-RRLYR-23603	0.582	0.050	0.822	0.019	1.728	0.042	6090	100	-0.120	0.087	0.493	0.099	0.614	0.028	-1.072	0.077	
OGLE-BLG-RRLYR-23609	0.676	0.053	0.726	0.020	1.612	0.043	6310	100	0.207	0.089	0.79	0.10	0.574	0.029	-0.676	0.081	
OGLE-BLG-RRLYR-23646	0.613	0.059	0.703	0.021	1.644	0.044	6620	110	0.204	0.090	0.70	0.10	0.494	0.029	-0.550	0.083	
OGLE-BLG-RRLYR-23702	0.578	0.054	0.681	0.020	1.579	0.043	6550	100	0.314	0.089	0.84	0.10	0.516	0.029	-0.481	0.081	
OGLE-BLG-RRLYR-23709	0.633	0.052	0.759	0.020	1.555	0.042	5930	100	0.255	0.088	0.93	0.10	0.671	0.028	-0.770	0.079	
OGLE-BLG-RRLYR-23712	0.684	0.054	0.757	0.020	1.658	0.042	6260	100	0.107	0.088	0.689	0.099	0.579	0.029	-0.794	0.081	
OGLE-BLG-RRLYR-23719	0.637	0.057	0.745	0.021	1.645	0.043	6290	110	0.134	0.089	0.69	0.10	0.566	0.030	-0.741	0.082	
OGLE-BLG-RRLYR-23721	0.619	0.055	0.727	0.021	1.586	0.042	6240	110	0.274	0.088	0.861	0.099	0.584	0.029	-0.624	0.082	
OGLE-BLG-RRLYR-23731	0.584	0.054	0.754	0.020	1.684	0.043	6380	100	0.043	0.090	0.59	0.10	0.547	0.028	-0.802	0.082	
OGLE-BLG-RRLYR-23746	0.568	0.050	0.745	0.019	1.652	0.042	6360	100	0.100	0.087	0.651	0.099	0.554	0.029	-0.766	0.078	
OGLE-BLG-RRLYR-23748	0.620	0.052	0.726	0.020	1.580	0.042	6220	100	0.280	0.087	0.864	0.098	0.587	0.028	-0.627	0.079	
OGLE-BLG-RRLYR-23759	0.590	0.053	0.699	0.020	1.599	0.042	6480	100	0.281	0.088	0.813	0.099	0.528	0.028	-0.541	0.079	
OGLE-BLG-RRLYR-23783	0.611	0.052	0.732	0.020	1.561	0.042	6120	100	0.280	0.088	0.89	0.10	0.616	0.029	-0.675	0.081	
OGLE-BLG-RRLYR-23880	0.548	0.060	0.689	0.021	1.578	0.045	6500	100	0.302	0.092	0.83	0.10	0.526	0.029	-0.510	0.086	
OGLE-BLG-RRLYR-23886	0.677	0.054	0.730	0.021	1.632	0.043	6370	100	0.231	0.090	0.76	0.10	0.544	0.029	-0.620	0.082	
OGLE-BLG-RRLYR-23907	0.675	0.052	0.730	0.020	1.561	0.042	6140	100	0.312	0.088	0.928	0.099	0.617	0.028	-0.635	0.079	
OGLE-BLG-RRLYR-23918	0.593	0.050	0.723	0.019	1.732	0.042	6810	100	0.013	0.087	0.469	0.098	0.452	0.028	-0.689	0.078	
OGLE-BLG-RRLYR-23948	0.594	0.052	0.715	0.020	1.672	0.042	6610	100	0.133	0.088	0.630	0.099	0.493	0.028	-0.633	0.078	
OGLE-BLG-RRLYR-23982	0.616	0.060	0.771	0.023	1.719	0.046	6370	110	-0.018	0.097	0.52	0.11	0.547	0.029	-0.882	0.091	
OGLE-BLG-RRLYR-23992	0.619	0.053	0.695	0.020	1.628	0.042	6620	100	0.238	0.088	0.743	0.099	0.497	0.029	-0.532	0.080	
OGLE-BLG-RRLYR-24004	0.614	0.056	0.773	0.021	1.766	0.043	6540	110	-0.120	0.090	0.40	0.10	0.513	0.029	-0.906	0.084	
OGLE-BLG-RRLYR-24006	0.585	0.057	0.693	0.021	1.644	0.044	6710	100	0.207	0.091	0.69	0.10	0.478	0.029	-0.531	0.083	
OGLE-BLG-RRLYR-24063	0.606	0.054	0.701	0.020	1.655	0.043	6650	100	0.242	0.088	0.71	0.10	0.477	0.028	-0.506	0.080	
OGLE-BLG-RRLYR-24110	0.584	0.055	0.730	0.021	1.622	0.044	6350	110	0.179	0.091	0.74	0.10	0.562	0.030	-0.689	0.084	
OGLE-BLG-RRLYR-24122	0.606	0.059	0.701	0.022	1.616	0.044	6530	110	0.271	0.091	0.77	0.10	0.509	0.030	-0.523	0.085	
OGLE-BLG-RRLYR-24128	0.622	0.064	0.710	0.022	1.631	0.045	6510	100	0.217	0.093	0.73	0.10	0.520	0.029	-0.594	0.088	
OGLE-BLG-RRLYR-24139	0.730	0.051	0.744	0.020	1.582	0.042	6070	100	0.254	0.087	0.882	0.099	0.629	0.029	-0.719	0.078	
OGLE-BLG-RRLYR-24210	0.687	0.066	0.791	0.023	1.715	0.046	6240	110	-0.042	0.097	0.54	0.11	0.586	0.030	-0.947	0.096	
OGLE-BLG-RRLYR-24233	0.582	0.057	0.710	0.021	1.641	0.043	6570	100	0.185	0.088	0.700	0.099	0.506	0.029	-0.594	0.081	
OGLE-BLG-RRLYR-24252	0.582	0.059	0.704	0.021	1.600	0.042	6430	100	0.259	0.088	0.806	0.099	0.536	0.029	-0.566	0.081	
OGLE-BLG-RRLYR-24480	0.684	0.062	0.728	0.022	1.674	0.045	6530	110	0.153	0.091	0.66	0.10	0.511	0.029	-0.631	0.084	
OGLE-BLG-RRLYR-24506	0.694	0.051	0.790	0.020	1.682	0.042	6120	110	0.008	0.087	0.62	0.10	0.617	0.031	-0.935	0.079	
OGLE-BLG-RRLYR-24508	0.698	0.053	0.775	0.021	1.724	0.046	6380	110	0.031	0.094	0.55	0.11	0.535	0.030	-0.812	0.083	
OGLE-BLG-RRLYR-24515	0.693	0.055	0.766	0.021	1.587	0.042	5970	110	0.202	0.089	0.86	0.10	0.657	0.031	-0.806	0.082	
OGLE-BLG-RRLYR-24565	0.636	0.056	0.774	0.021	1.769	0.044	6530	100	-0.116	0.091	0.38	0.10	0.507	0.028	-0.901	0.084	
OGLE-BLG-RRLYR-24581	0.564	0.055	0.744	0.021	1.684	0.043	6450	100	0.056	0.090	0.58	0.10	0.528	0.029	-0.765	0.083	
OGLE-BLG-RRLYR-24604	0.737	0.059	0.796	0.021	1.788	0.044	6460	100	-0.163	0.092	0.36	0.10	0.533	0.029	-0.990	0.085	
OGLE-BLG-RRLYR-24613	0.669	0.056	0.764	0.021	1.579	0.042	5960	110	0.213	0.088	0.87	0.10	0.660	0.032	-0.801	0.081	
OGLE-BLG-RRLYR-24628	0.652	0.059	0.752	0.021	1.725	0.045	6530	100	0.003	0.093	0.50	0.11	0.508	0.029	-0.786	0.084	
OGLE-BLG-RRLYR-24723	0.561	0.061	0.698	0.021	1.541	0.042	6270	110	0.351	0.089	0.934	0.099	0.578	0.031	-0.546	0.086	
OGLE-BLG-RRLYR-24750	0.556	0.055	0.715	0.021	1.595	0.043	6350	110	0.239	0.091	0.80	0.10	0.558	0.029	-0.619	0.084	
OGLE-BLG-RRLYR-24793	0.653	0.054	0.754	0.020	1.642	0.043	6240	100	0.128	0.090	0.71	0.10	0.585	0.029	-0.778	0.083	
OGLE-BLG-RRLYR-24834	0.687	0.055	0.773	0.021	1.685	0.045	6250	100	0.031	0.093	0.60	0.11	0.578	0.029	-0.866	0.084	
OGLE-BLG-RRLYR-24910	0.668	0.054	0.732	0.021	1.579	0.043	6150	100	0.260	0.090	0.88	0.10	0.611	0.029	-0.682	0.083	
OGLE-BLG-RRLYR-24938	0.590	0.057	0.737	0.022	1.675	0.044	6480	110	0.092	0.091	0.60	0.10	0.520	0.030	-0.715	0.086	
OGLE-BLG-RRLYR-24987	0.715	0.052	0.779	0.020	1.692	0.043	6230	100	0.010	0.090	0.58	0.10	0.580	0.028	-0.889	0.081	
OGLE-BLG-RRLYR-25060	0.693	0.056	0.775	0.022	1.770	0.044	6530	100	-0.077	0.090	0.42	0.10	0.508	0.029	-0.873	0.084	
OGLE-BLG-RRLYR-25065	0.647	0.060	0.703	0.021	1.627	0.044	6550	110	0.239	0.091	0.75	0.10	0.514	0.030	-0.567	0.085	
OGLE-BLG-RRLYR-25067	0.588	0.056	0.695	0.020	1.608	0.044	6560	100	0.256	0.089	0.78	0.10	0.513	0.028	-0.538	0.080	
OGLE-BLG-RRLYR-25102	0.644	0.056	0.707	0.020	1.615	0.043	6480	100	0.241	0.089	0.78	0.10	0.531	0.029	-0.580	0.081	
OGLE-BLG-RRLYR-25163	0.546	0.055	0.693	0.020	1.572	0.042	6410	100	0.308	0.088	0.853	0.099	0.543	0.028	-0.531	0.080	
OGLE-BLG-RRLYR-25166	0.607	0.053	0.703	0.020	1.661	0.043	6690	110	0.150	0.089	0.61	0.10	0.470	0.031	-0.574	0.081	
OGLE-BLG-RRLYR-25198	0.680	0.062	0.732	0.022	1.654	0.045	6430	110	0.159	0.093	0.69	0.10	0.540	0.030	-0.683	0.088	
OGLE-BLG-RRLYR-25240	0.661	0.063	0.728	0.023	1.722	0.045	6710	110	0.117	0.093	0.56	0.10	0.459	0.029	-0.604	0.089	
OGLE-BLG-RRLYR-25242	0.563	0.058	0.715	0.021	1.559	0.042	6230	110	0.293	0.089	0.88	0.10	0.588	0.031	-0.611	0.084	
OGLE-BLG-RRLYR-25247	0.674	0.054	0.739	0.021	1.577	0.042	6120	110	0.262	0.087	0.878	0.099	0.618	0.030	-0.691	0.080	
OGLE-BLG-RRLYR-25296	0.602	0.052	0.702	0.020	1.564	0.042	6320	100	0.339	0.087	0.908	0.098	0.565	0.028	-0.533	0.079	
OGLE-BLG-RRLYR-25353	0.617	0.056	0.729	0.020	1.710	0.043	6650	100	0.086	0.091	0.56	0.10	0.478	0.029	-0.668	0.083	
OGLE-BLG-RRLYR-25377	0.627	0.056	0.717	0.020	1.661	0.044	6590	100	0.150	0.090	0.65	0.10	0.503	0.029	-0.629	0.082	
OGLE-BLG-RRLYR-25440	0.702	0.061	0.732	0.022	1.618	0.044	6290	110	0.235	0.090	0.80	0.10	0.572	0.029	-0.651	0.085	
OGLE-BLG-RRLYR-25460	0.747	0.053	0.755	0.020	1.688	0.043	6380	100	0.108	0.089	0.64	0.10	0.545	0.029	-0.734	0.081	
OGLE-BLG-RRLYR-25468	0.678	0.054	0.738	0.021	1.648	0.045	6370	100	0.175	0.093	0.70	0.11	0.543	0.029	-0.674	0.083	
OGLE-BLG-RRLYR-25542	0.594	0.053	0.711	0.021	1.534	0.043	6160	100	0.362	0.089	0.96	0.10	0.605	0.029	-0.579	0.081	
OGLE-BLG-RRLYR-25549	0.582	0.057	0.685	0.021	1.643	0.044	6760	110	0.251	0.091	0.70	0.10	0.456	0.030	-0.455	0.083	
OGLE-BLG-RRLYR-25589	0.593	0.055	0.705	0.020	1.659	0.043	6670	110	0.157	0.089	0.65	0.10	0.487	0.029	-0.595	0.083	
OGLE-BLG-RRLYR-25623	0.692	0.053	0.744	0.020	1.631	0.042	6260	100	0.185	0.087	0.760	0.099	0.579	0.029	-0.710	0.079	
OGLE-BLG-RRLYR-25664	0.558	0.056	0.714	0.021	1.706	0.043	6770	110	0.065	0.090	0.530	0.099	0.456	0.030	-0.647	0.087	
OGLE-BLG-RRLYR-25765	0.744	0.057	0.775	0.021	1.722	0.045	6350	100	-0.010	0.093	0.52	0.11	0.553	0.029	-0.869	0.085	
OGLE-BLG-RRLYR-25785	0.585	0.064	0.691	0.022	1.604	0.045	6560	110	0.281	0.093	0.79	0.10	0.510	0.029	-0.511	0.088	
OGLE-BLG-RRLYR-25856	0.728	0.058	0.776	0.021	1.722	0.045	6360	100	-0.001	0.092	0.53	0.10	0.550	0.029	-0.858	0.085	
OGLE-BLG-RRLYR-25883	0.574	0.049	0.753	0.019	1.567	0.042	6030	100	0.232	0.087	0.882	0.099	0.643	0.029	-0.758	0.077	
OGLE-BLG-RRLYR-25896	0.616	0.057	0.727	0.020	1.676	0.043	6560	110	0.104	0.089	0.61	0.10	0.508	0.029	-0.678	0.083	
OGLE-BLG-RRLYR-25908	0.617	0.054	0.731	0.020	1.578	0.043	6190	110	0.269	0.089	0.87	0.10	0.600	0.030	-0.654	0.080	
