ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-BLG-RRLYR-06313	0.617	0.052	0.707	0.019	1.637	0.042	6580	100	0.201	0.088	0.716	0.099	0.508	0.028	-0.585	0.078	
OGLE-BLG-RRLYR-06314	0.687	0.052	0.768	0.019	1.681	0.042	6270	100	0.047	0.088	0.626	0.099	0.579	0.028	-0.842	0.079	
OGLE-BLG-RRLYR-06319	0.751	0.050	0.763	0.019	1.605	0.041	6040	100	0.204	0.087	0.843	0.098	0.639	0.028	-0.782	0.077	
OGLE-BLG-RRLYR-06323	0.677	0.050	0.740	0.019	1.651	0.042	6360	100	0.168	0.087	0.701	0.099	0.546	0.028	-0.681	0.078	
OGLE-BLG-RRLYR-06330	0.600	0.050	0.722	0.019	1.577	0.042	6248	99	0.251	0.087	0.841	0.099	0.589	0.028	-0.654	0.078	
OGLE-BLG-RRLYR-06334	0.562	0.050	0.687	0.019	1.562	0.042	6440	100	0.388	0.087	0.907	0.099	0.529	0.028	-0.447	0.077	
OGLE-BLG-RRLYR-06355	0.576	0.052	0.711	0.020	1.737	0.042	6890	100	0.017	0.088	0.471	0.099	0.431	0.028	-0.646	0.079	
OGLE-BLG-RRLYR-06358	0.593	0.050	0.715	0.019	1.715	0.042	6820	100	0.061	0.087	0.519	0.098	0.450	0.028	-0.632	0.078	
OGLE-BLG-RRLYR-06368	0.673	0.057	0.755	0.022	1.765	0.043	6670	110	-0.019	0.089	0.458	0.099	0.475	0.030	-0.757	0.084	
OGLE-BLG-RRLYR-06372	0.700	0.051	0.806	0.019	1.830	0.042	6540	100	-0.246	0.087	0.279	0.099	0.518	0.028	-1.038	0.078	
OGLE-BLG-RRLYR-06377	0.685	0.052	0.718	0.020	1.712	0.043	6750	100	0.103	0.088	0.56	0.10	0.462	0.028	-0.605	0.078	
OGLE-BLG-RRLYR-06382	0.552	0.057	0.747	0.022	1.792	0.044	6830	110	-0.141	0.092	0.31	0.10	0.443	0.029	-0.823	0.088	
OGLE-BLG-RRLYR-06386	0.688	0.050	0.724	0.019	1.643	0.042	6450	100	0.187	0.087	0.729	0.099	0.539	0.028	-0.654	0.077	
OGLE-BLG-RRLYR-06395	0.560	0.054	0.723	0.021	1.554	0.042	6170	100	0.309	0.088	0.913	0.099	0.605	0.029	-0.629	0.081	
OGLE-BLG-RRLYR-06406	0.673	0.051	0.765	0.019	1.538	0.042	5830	100	0.292	0.087	0.995	0.099	0.698	0.028	-0.777	0.078	
OGLE-BLG-RRLYR-06414	0.691	0.049	0.849	0.019	1.804	0.042	6150	100	-0.263	0.087	0.327	0.098	0.598	0.028	-1.193	0.077	
OGLE-BLG-RRLYR-06415	0.580	0.051	0.715	0.020	1.663	0.042	6600	100	0.155	0.088	0.63	0.10	0.491	0.028	-0.614	0.079	
OGLE-BLG-RRLYR-06426	0.745	0.050	0.778	0.019	1.626	0.042	6020	100	0.136	0.087	0.773	0.099	0.641	0.028	-0.855	0.078	
OGLE-BLG-RRLYR-06430	0.579	0.050	0.725	0.019	1.584	0.043	6280	100	0.268	0.089	0.84	0.10	0.572	0.028	-0.619	0.078	
OGLE-BLG-RRLYR-06434	0.750	0.050	0.756	0.019	1.630	0.042	6167	99	0.163	0.087	0.764	0.098	0.605	0.028	-0.773	0.078	
OGLE-BLG-RRLYR-06435	0.558	0.051	0.745	0.019	1.771	0.042	6780	100	-0.092	0.088	0.373	0.099	0.458	0.028	-0.798	0.079	
OGLE-BLG-RRLYR-06436	0.534	0.052	0.676	0.019	1.647	0.042	6850	100	0.216	0.088	0.672	0.099	0.445	0.028	-0.472	0.079	
OGLE-BLG-RRLYR-06438	0.638	0.051	0.754	0.019	1.745	0.042	6628	99	-0.041	0.087	0.460	0.099	0.497	0.028	-0.811	0.077	
OGLE-BLG-RRLYR-06442	0.660	0.050	0.718	0.019	1.591	0.042	6323	99	0.304	0.087	0.876	0.098	0.568	0.028	-0.584	0.077	
OGLE-BLG-RRLYR-06443	0.667	0.051	0.762	0.019	1.772	0.042	6671	99	-0.094	0.087	0.399	0.099	0.488	0.028	-0.841	0.078	
OGLE-BLG-RRLYR-06445	0.619	0.051	0.715	0.019	1.610	0.042	6410	100	0.252	0.087	0.796	0.099	0.545	0.028	-0.595	0.078	
OGLE-BLG-RRLYR-06448	0.531	0.052	0.663	0.019	1.622	0.042	6847	99	0.277	0.088	0.733	0.099	0.445	0.028	-0.412	0.078	
OGLE-BLG-RRLYR-06449	0.713	0.050	0.756	0.019	1.663	0.042	6290	100	0.107	0.087	0.678	0.099	0.575	0.028	-0.783	0.078	
OGLE-BLG-RRLYR-06450	0.658	0.051	0.733	0.019	1.615	0.042	6302	99	0.234	0.087	0.792	0.099	0.565	0.028	-0.646	0.077	
OGLE-BLG-RRLYR-06454	0.529	0.049	0.689	0.019	1.682	0.042	6870	100	0.115	0.087	0.561	0.099	0.427	0.028	-0.554	0.076	
OGLE-BLG-RRLYR-06455	0.715	0.052	0.744	0.019	1.665	0.042	6370	100	0.122	0.087	0.677	0.099	0.555	0.028	-0.736	0.078	
OGLE-BLG-RRLYR-06460	0.687	0.051	0.763	0.019	1.716	0.042	6440	100	0.001	0.087	0.545	0.099	0.539	0.028	-0.829	0.078	
OGLE-BLG-RRLYR-06464	0.726	0.050	0.772	0.019	1.601	0.041	5960	100	0.202	0.087	0.856	0.098	0.657	0.028	-0.814	0.077	
OGLE-BLG-RRLYR-06466	0.574	0.050	0.719	0.019	1.554	0.043	6220	100	0.318	0.090	0.90	0.10	0.590	0.028	-0.598	0.078	
OGLE-BLG-RRLYR-06468	0.738	0.051	0.832	0.019	1.735	0.042	6020	100	-0.100	0.087	0.535	0.099	0.638	0.028	-1.085	0.078	
OGLE-BLG-RRLYR-06472	0.636	0.051	0.710	0.019	1.612	0.042	6440	100	0.237	0.087	0.786	0.098	0.540	0.028	-0.593	0.077	
OGLE-BLG-RRLYR-06474	0.586	0.054	0.694	0.020	1.614	0.042	6570	100	0.262	0.088	0.767	0.099	0.505	0.028	-0.522	0.080	
OGLE-BLG-RRLYR-06475	0.662	0.051	0.779	0.019	1.671	0.042	6170	100	0.041	0.087	0.645	0.098	0.602	0.028	-0.882	0.078	
OGLE-BLG-RRLYR-06479	0.718	0.050	0.731	0.019	1.621	0.042	6300	100	0.235	0.087	0.800	0.098	0.568	0.028	-0.643	0.077	
OGLE-BLG-RRLYR-06481	0.685	0.051	0.781	0.019	1.710	0.042	6306	99	-0.025	0.087	0.557	0.099	0.575	0.028	-0.908	0.078	
OGLE-BLG-RRLYR-06482	0.543	0.051	0.684	0.019	1.630	0.042	6710	100	0.238	0.087	0.715	0.098	0.472	0.028	-0.496	0.078	
OGLE-BLG-RRLYR-06489	0.672	0.050	0.821	0.019	1.715	0.042	6030	100	-0.077	0.087	0.562	0.098	0.637	0.028	-1.060	0.078	
OGLE-BLG-RRLYR-06491	0.672	0.050	0.736	0.019	1.591	0.042	6201	99	0.268	0.087	0.857	0.098	0.593	0.028	-0.653	0.077	
OGLE-BLG-RRLYR-06493	0.654	0.051	0.771	0.019	1.566	0.042	5860	100	0.231	0.087	0.930	0.098	0.694	0.028	-0.832	0.078	
OGLE-BLG-RRLYR-06494	0.553	0.052	0.674	0.020	1.569	0.042	6560	100	0.386	0.088	0.88	0.10	0.502	0.028	-0.399	0.078	
OGLE-BLG-RRLYR-06499	0.685	0.051	0.744	0.019	1.630	0.042	6250	100	0.173	0.088	0.751	0.099	0.581	0.028	-0.727	0.078	
OGLE-BLG-RRLYR-06502	0.567	0.052	0.698	0.019	1.648	0.042	6680	99	0.207	0.087	0.678	0.099	0.476	0.028	-0.530	0.078	
OGLE-BLG-RRLYR-06510	0.564	0.051	0.684	0.019	1.582	0.042	6555	99	0.312	0.087	0.834	0.098	0.514	0.028	-0.484	0.077	
OGLE-BLG-RRLYR-06514	0.577	0.050	0.687	0.019	1.601	0.042	6600	100	0.280	0.087	0.794	0.099	0.503	0.028	-0.500	0.078	
OGLE-BLG-RRLYR-06516	0.672	0.050	0.759	0.019	1.600	0.041	6070	100	0.187	0.087	0.823	0.098	0.633	0.028	-0.782	0.077	
OGLE-BLG-RRLYR-06527	0.770	0.050	0.750	0.019	1.646	0.042	6266	99	0.178	0.087	0.752	0.098	0.580	0.028	-0.727	0.077	
OGLE-BLG-RRLYR-06528	0.661	0.052	0.711	0.020	1.669	0.042	6640	100	0.178	0.088	0.66	0.10	0.487	0.028	-0.579	0.078	
OGLE-BLG-RRLYR-06531	0.577	0.051	0.737	0.019	1.746	0.042	6755	99	-0.037	0.087	0.439	0.099	0.466	0.028	-0.758	0.078	
OGLE-BLG-RRLYR-06533	0.556	0.051	0.694	0.019	1.592	0.042	6500	100	0.293	0.088	0.821	0.099	0.523	0.028	-0.521	0.079	
OGLE-BLG-RRLYR-06535	0.787	0.050	0.787	0.019	1.696	0.042	6191	99	0.033	0.088	0.61	0.10	0.592	0.028	-0.887	0.077	
OGLE-BLG-RRLYR-06541	0.656	0.050	0.768	0.019	1.674	0.042	6260	100	0.039	0.087	0.630	0.099	0.584	0.028	-0.865	0.078	
OGLE-BLG-RRLYR-06545	0.674	0.050	0.740	0.019	1.660	0.042	6417	99	0.117	0.087	0.672	0.098	0.549	0.028	-0.729	0.077	
OGLE-BLG-RRLYR-06548	0.632	0.051	0.716	0.019	1.596	0.042	6350	100	0.277	0.087	0.827	0.098	0.556	0.028	-0.584	0.078	
OGLE-BLG-RRLYR-06553	0.689	0.051	0.721	0.019	1.625	0.042	6428	99	0.221	0.087	0.770	0.099	0.547	0.028	-0.627	0.078	
OGLE-BLG-RRLYR-06561	0.662	0.050	0.745	0.019	1.649	0.042	6339	99	0.174	0.087	0.710	0.099	0.551	0.028	-0.691	0.077	
OGLE-BLG-RRLYR-06564	0.585	0.050	0.685	0.019	1.610	0.042	6646	99	0.274	0.087	0.781	0.098	0.493	0.028	-0.486	0.077	
OGLE-BLG-RRLYR-06579	0.619	0.051	0.697	0.019	1.587	0.042	6466	99	0.298	0.087	0.850	0.099	0.537	0.028	-0.533	0.078	
OGLE-BLG-RRLYR-06582	0.687	0.050	0.782	0.019	1.763	0.042	6477	99	-0.106	0.087	0.429	0.098	0.530	0.028	-0.930	0.077	
OGLE-BLG-RRLYR-06583	0.666	0.053	0.730	0.021	1.599	0.043	6260	100	0.274	0.090	0.84	0.10	0.577	0.029	-0.624	0.082	
OGLE-BLG-RRLYR-06585	0.693	0.050	0.753	0.019	1.646	0.042	6276	99	0.177	0.087	0.732	0.098	0.568	0.028	-0.709	0.077	
OGLE-BLG-RRLYR-06586	0.704	0.050	0.804	0.019	1.810	0.042	6471	99	-0.223	0.088	0.306	0.099	0.527	0.028	-1.035	0.078	
OGLE-BLG-RRLYR-06593	0.636	0.051	0.744	0.020	1.534	0.042	5970	100	0.323	0.088	0.985	0.099	0.662	0.028	-0.692	0.079	
OGLE-BLG-RRLYR-06607	0.577	0.050	0.731	0.019	1.728	0.041	6740	100	0.008	0.087	0.486	0.098	0.471	0.028	-0.723	0.077	
OGLE-BLG-RRLYR-06611	0.644	0.050	0.714	0.019	1.645	0.042	6553	99	0.188	0.087	0.709	0.099	0.515	0.028	-0.613	0.077	
OGLE-BLG-RRLYR-06614	0.556	0.050	0.676	0.019	1.649	0.041	6851	99	0.217	0.087	0.670	0.098	0.445	0.028	-0.472	0.077	
OGLE-BLG-RRLYR-06615	0.626	0.053	0.736	0.019	1.651	0.042	6420	99	0.135	0.088	0.685	0.099	0.547	0.028	-0.709	0.079	
OGLE-BLG-RRLYR-06620	0.542	0.051	0.707	0.019	1.706	0.042	6830	100	0.070	0.087	0.526	0.099	0.448	0.028	-0.625	0.078	
OGLE-BLG-RRLYR-06623	0.632	0.053	0.717	0.020	1.671	0.042	6600	100	0.143	0.088	0.643	0.099	0.498	0.028	-0.631	0.079	
OGLE-BLG-RRLYR-06626	0.619	0.053	0.710	0.019	1.683	0.042	6740	100	0.135	0.088	0.614	0.099	0.475	0.028	-0.596	0.079	
OGLE-BLG-RRLYR-06629	0.615	0.051	0.706	0.019	1.609	0.042	6484	99	0.242	0.087	0.783	0.099	0.533	0.028	-0.581	0.077	
OGLE-BLG-RRLYR-06630	0.664	0.050	0.740	0.019	1.595	0.041	6170	100	0.239	0.087	0.840	0.098	0.602	0.028	-0.695	0.077	
OGLE-BLG-RRLYR-06632	0.564	0.049	0.676	0.019	1.623	0.042	6768	99	0.265	0.087	0.740	0.098	0.465	0.028	-0.454	0.077	
OGLE-BLG-RRLYR-06638	0.648	0.050	0.788	0.019	1.789	0.042	6545	99	-0.166	0.087	0.358	0.098	0.517	0.028	-0.963	0.077	
OGLE-BLG-RRLYR-06641	0.729	0.051	0.738	0.020	1.623	0.042	6270	100	0.243	0.088	0.823	0.099	0.574	0.028	-0.660	0.079	
OGLE-BLG-RRLYR-06643	0.613	0.050	0.741	0.019	1.585	0.042	6140	100	0.226	0.087	0.847	0.098	0.615	0.028	-0.718	0.078	
OGLE-BLG-RRLYR-06649	0.636	0.050	0.716	0.019	1.585	0.042	6300	100	0.286	0.087	0.863	0.098	0.573	0.028	-0.603	0.077	
OGLE-BLG-RRLYR-06652	0.670	0.051	0.735	0.019	1.696	0.042	6580	100	0.072	0.087	0.582	0.099	0.507	0.028	-0.705	0.078	
OGLE-BLG-RRLYR-06654	0.576	0.050	0.712	0.019	1.615	0.042	6456	99	0.229	0.087	0.756	0.099	0.531	0.028	-0.596	0.077	
OGLE-BLG-RRLYR-06655	0.602	0.051	0.703	0.019	1.636	0.042	6590	100	0.230	0.087	0.728	0.099	0.499	0.028	-0.546	0.077	
OGLE-BLG-RRLYR-06668	0.561	0.050	0.674	0.019	1.657	0.042	6910	100	0.220	0.087	0.655	0.098	0.431	0.028	-0.443	0.077	
OGLE-BLG-RRLYR-06669	0.604	0.053	0.710	0.019	1.672	0.042	6690	100	0.136	0.088	0.629	0.099	0.485	0.028	-0.614	0.079	
OGLE-BLG-RRLYR-06671	0.695	0.049	0.738	0.019	1.587	0.042	6151	99	0.266	0.087	0.874	0.098	0.609	0.028	-0.685	0.077	
OGLE-BLG-RRLYR-06674	0.571	0.053	0.702	0.020	1.658	0.042	6670	100	0.170	0.088	0.661	0.099	0.481	0.028	-0.574	0.079	
OGLE-BLG-RRLYR-06680	0.695	0.051	0.808	0.019	1.781	0.042	6363	99	-0.178	0.087	0.390	0.099	0.560	0.028	-1.043	0.078	
OGLE-BLG-RRLYR-06683	0.678	0.050	0.760	0.019	1.545	0.042	5881	99	0.301	0.087	0.992	0.099	0.689	0.028	-0.755	0.078	
OGLE-BLG-RRLYR-06685	0.647	0.050	0.705	0.019	1.618	0.042	6510	100	0.293	0.087	0.813	0.099	0.517	0.028	-0.516	0.078	
OGLE-BLG-RRLYR-06692	0.681	0.055	0.760	0.021	1.748	0.044	6540	100	-0.036	0.091	0.46	0.10	0.505	0.028	-0.821	0.083	
OGLE-BLG-RRLYR-06701	0.768	0.050	0.796	0.019	1.752	0.042	6336	99	-0.029	0.087	0.505	0.099	0.549	0.028	-0.892	0.078	
OGLE-BLG-RRLYR-06706	0.645	0.051	0.701	0.019	1.596	0.042	6460	100	0.281	0.087	0.830	0.099	0.539	0.028	-0.554	0.078	
OGLE-BLG-RRLYR-06710	0.581	0.050	0.675	0.019	1.624	0.042	6770	100	0.268	0.087	0.710	0.099	0.438	0.028	-0.420	0.078	
OGLE-BLG-RRLYR-06719	0.543	0.051	0.691	0.019	1.690	0.042	6880	100	0.130	0.087	0.575	0.099	0.432	0.028	-0.540	0.078	
OGLE-BLG-RRLYR-06722	0.628	0.050	0.700	0.019	1.565	0.042	6368	99	0.351	0.087	0.920	0.099	0.561	0.028	-0.524	0.077	
OGLE-BLG-RRLYR-06727	0.677	0.051	0.731	0.019	1.637	0.042	6390	100	0.206	0.087	0.742	0.099	0.545	0.028	-0.641	0.078	
OGLE-BLG-RRLYR-06730	0.639	0.050	0.713	0.019	1.551	0.042	6190	100	0.354	0.087	0.948	0.099	0.595	0.028	-0.570	0.078	
OGLE-BLG-RRLYR-06733	0.672	0.052	0.733	0.019	1.685	0.042	6540	100	0.102	0.088	0.60	0.10	0.511	0.028	-0.689	0.079	
OGLE-BLG-RRLYR-06743	0.616	0.050	0.724	0.019	1.730	0.042	6799	99	0.024	0.087	0.488	0.099	0.458	0.028	-0.682	0.077	
OGLE-BLG-RRLYR-06748	0.577	0.050	0.686	0.019	1.620	0.042	6673	99	0.262	0.087	0.758	0.098	0.485	0.028	-0.489	0.077	
OGLE-BLG-RRLYR-06750	0.612	0.052	0.715	0.019	1.619	0.042	6440	100	0.222	0.088	0.762	0.099	0.538	0.028	-0.614	0.079	
OGLE-BLG-RRLYR-06756	0.576	0.051	0.685	0.019	1.618	0.042	6656	99	0.271	0.087	0.756	0.099	0.484	0.028	-0.483	0.078	
OGLE-BLG-RRLYR-06761	0.550	0.050	0.697	0.019	1.611	0.042	6561	99	0.236	0.087	0.759	0.098	0.512	0.028	-0.551	0.077	
OGLE-BLG-RRLYR-06764	0.686	0.051	0.780	0.019	1.634	0.042	6030	100	0.115	0.087	0.759	0.098	0.643	0.028	-0.872	0.079	
OGLE-BLG-RRLYR-06767	0.569	0.051	0.661	0.019	1.527	0.042	6480	100	0.465	0.087	0.991	0.099	0.526	0.028	-0.353	0.078	
OGLE-BLG-RRLYR-06779	0.695	0.051	0.816	0.019	1.672	0.042	5930	100	0.017	0.087	0.683	0.098	0.663	0.028	-1.005	0.078	
OGLE-BLG-RRLYR-06800	0.679	0.050	0.733	0.019	1.654	0.042	6437	99	0.150	0.087	0.708	0.099	0.545	0.028	-0.698	0.077	
OGLE-BLG-RRLYR-06811	0.724	0.051	0.757	0.019	1.637	0.042	6200	100	0.153	0.087	0.757	0.098	0.601	0.028	-0.781	0.078	
OGLE-BLG-RRLYR-06812	0.605	0.051	0.734	0.019	1.711	0.042	6638	99	0.043	0.087	0.539	0.099	0.488	0.028	-0.716	0.078	
OGLE-BLG-RRLYR-06816	0.726	0.054	0.751	0.020	1.654	0.043	6280	100	0.141	0.089	0.70	0.10	0.572	0.029	-0.748	0.080	
OGLE-BLG-RRLYR-06818	0.609	0.051	0.682	0.019	1.599	0.042	6610	100	0.343	0.087	0.820	0.099	0.491	0.028	-0.423	0.078	
OGLE-BLG-RRLYR-06820	0.700	0.052	0.787	0.019	1.618	0.042	5950	100	0.134	0.088	0.79	0.10	0.662	0.028	-0.883	0.079	
OGLE-BLG-RRLYR-06833	0.583	0.054	0.694	0.020	1.662	0.043	6770	100	0.180	0.089	0.65	0.10	0.466	0.028	-0.540	0.080	
OGLE-BLG-RRLYR-06835	0.574	0.051	0.778	0.019	1.800	0.042	6663	99	-0.183	0.087	0.317	0.099	0.490	0.028	-0.933	0.078	
OGLE-BLG-RRLYR-06837	0.530	0.050	0.685	0.019	1.552	0.042	6420	100	0.364	0.087	0.906	0.098	0.542	0.028	-0.480	0.078	
OGLE-BLG-RRLYR-06838	0.607	0.053	0.740	0.020	1.723	0.043	6630	100	0.003	0.088	0.49	0.10	0.489	0.029	-0.752	0.080	
OGLE-BLG-RRLYR-06840	0.721	0.050	0.768	0.019	1.644	0.042	6160	100	0.141	0.087	0.736	0.099	0.602	0.028	-0.783	0.078	
OGLE-BLG-RRLYR-06848	0.651	0.053	0.722	0.019	1.692	0.042	6674	99	0.099	0.088	0.587	0.099	0.486	0.028	-0.649	0.079	
OGLE-BLG-RRLYR-06853	0.655	0.050	0.707	0.019	1.572	0.042	6320	100	0.346	0.087	0.906	0.098	0.563	0.028	-0.532	0.077	
OGLE-BLG-RRLYR-06857	0.642	0.050	0.737	0.019	1.659	0.042	6430	100	0.172	0.088	0.68	0.10	0.522	0.028	-0.650	0.077	
OGLE-BLG-RRLYR-06864	0.677	0.052	0.782	0.020	1.584	0.042	5870	100	0.192	0.087	0.882	0.099	0.686	0.028	-0.859	0.079	
OGLE-BLG-RRLYR-06870	0.656	0.051	0.718	0.019	1.624	0.042	6442	99	0.215	0.087	0.760	0.099	0.542	0.028	-0.624	0.078	
OGLE-BLG-RRLYR-06875	0.627	0.051	0.712	0.019	1.575	0.042	6270	100	0.296	0.087	0.878	0.098	0.577	0.028	-0.594	0.077	
OGLE-BLG-RRLYR-06879	0.672	0.051	0.754	0.019	1.552	0.042	5940	100	0.279	0.087	0.953	0.098	0.669	0.028	-0.741	0.078	
OGLE-BLG-RRLYR-06881	0.607	0.052	0.705	0.020	1.632	0.042	6560	100	0.247	0.087	0.738	0.099	0.501	0.028	-0.536	0.078	
OGLE-BLG-RRLYR-06882	0.543	0.051	0.677	0.019	1.622	0.042	6739	99	0.275	0.087	0.743	0.099	0.465	0.028	-0.445	0.078	
OGLE-BLG-RRLYR-06896	0.640	0.050	0.737	0.019	1.656	0.043	6420	100	0.181	0.088	0.69	0.10	0.527	0.028	-0.649	0.077	
OGLE-BLG-RRLYR-06899	0.691	0.049	0.840	0.019	1.723	0.042	5930	100	-0.109	0.087	0.554	0.099	0.661	0.028	-1.130	0.077	
OGLE-BLG-RRLYR-06902	0.711	0.050	0.817	0.019	1.764	0.042	6230	100	-0.158	0.087	0.431	0.099	0.588	0.028	-1.068	0.078	
OGLE-BLG-RRLYR-06911	0.589	0.050	0.718	0.019	1.581	0.042	6270	100	0.268	0.087	0.853	0.098	0.578	0.028	-0.624	0.078	
OGLE-BLG-RRLYR-06915	0.612	0.052	0.721	0.021	1.634	0.043	6420	100	0.211	0.089	0.74	0.10	0.533	0.028	-0.625	0.080	
OGLE-BLG-RRLYR-06927	0.624	0.065	0.739	0.022	1.700	0.046	6570	100	0.044	0.096	0.56	0.11	0.512	0.029	-0.749	0.090	
OGLE-BLG-RRLYR-06936	0.686	0.050	0.716	0.019	1.641	0.042	6519	99	0.201	0.087	0.735	0.098	0.525	0.028	-0.615	0.077	
OGLE-BLG-RRLYR-06938	0.708	0.051	0.837	0.019	1.738	0.042	6020	100	-0.126	0.088	0.507	0.099	0.636	0.028	-1.108	0.079	
OGLE-BLG-RRLYR-06939	0.546	0.050	0.699	0.019	1.543	0.042	6309	99	0.369	0.087	0.931	0.099	0.564	0.028	-0.517	0.077	
OGLE-BLG-RRLYR-06944	0.675	0.056	0.720	0.020	1.635	0.043	6470	100	0.201	0.089	0.74	0.10	0.536	0.028	-0.629	0.081	
OGLE-BLG-RRLYR-06951	0.571	0.051	0.695	0.019	1.666	0.042	6769	99	0.160	0.088	0.631	0.099	0.462	0.028	-0.556	0.078	
OGLE-BLG-RRLYR-06953	0.637	0.050	0.691	0.019	1.564	0.042	6410	100	0.377	0.087	0.926	0.099	0.546	0.028	-0.474	0.077	
OGLE-BLG-RRLYR-06958	0.553	0.052	0.727	0.020	1.745	0.042	6820	100	-0.024	0.088	0.43	0.10	0.450	0.029	-0.721	0.081	
OGLE-BLG-RRLYR-06960	0.627	0.050	0.716	0.019	1.582	0.042	6290	100	0.282	0.087	0.858	0.098	0.575	0.028	-0.610	0.077	
OGLE-BLG-RRLYR-06961	0.666	0.050	0.729	0.019	1.627	0.042	6360	100	0.230	0.087	0.765	0.099	0.548	0.028	-0.623	0.078	
OGLE-BLG-RRLYR-06984	0.699	0.050	0.770	0.019	1.603	0.042	6000	100	0.199	0.087	0.852	0.099	0.658	0.028	-0.811	0.078	
OGLE-BLG-RRLYR-06987	0.654	0.054	0.750	0.020	1.650	0.042	6300	100	0.119	0.088	0.699	0.099	0.576	0.028	-0.764	0.080	
OGLE-BLG-RRLYR-06989	0.684	0.051	0.761	0.019	1.626	0.042	6140	100	0.156	0.087	0.764	0.098	0.609	0.028	-0.783	0.077	
OGLE-BLG-RRLYR-06990	0.672	0.050	0.736	0.019	1.635	0.042	6349	99	0.218	0.087	0.754	0.099	0.549	0.028	-0.642	0.077	
OGLE-BLG-RRLYR-06992	0.536	0.051	0.714	0.019	1.732	0.042	6870	100	0.017	0.088	0.468	0.099	0.439	0.028	-0.663	0.078	
OGLE-BLG-RRLYR-06993	0.675	0.050	0.745	0.019	1.609	0.042	6178	99	0.201	0.087	0.805	0.098	0.601	0.028	-0.731	0.077	
OGLE-BLG-RRLYR-07006	0.635	0.050	0.732	0.019	1.655	0.042	6440	100	0.190	0.088	0.69	0.10	0.523	0.028	-0.636	0.078	
OGLE-BLG-RRLYR-07010	0.575	0.051	0.666	0.019	1.532	0.042	6479	99	0.454	0.087	0.979	0.099	0.526	0.028	-0.364	0.077	
OGLE-BLG-RRLYR-07014	0.719	0.050	0.787	0.019	1.655	0.042	6076	99	0.099	0.087	0.719	0.098	0.624	0.028	-0.863	0.077	
OGLE-BLG-RRLYR-07016	0.578	0.050	0.677	0.019	1.594	0.042	6644	99	0.309	0.087	0.813	0.098	0.494	0.028	-0.454	0.077	
OGLE-BLG-RRLYR-07020	0.665	0.051	0.713	0.019	1.646	0.042	6570	99	0.192	0.087	0.711	0.099	0.513	0.028	-0.602	0.077	
OGLE-BLG-RRLYR-07021	0.687	0.052	0.729	0.020	1.610	0.042	6290	100	0.228	0.088	0.79	0.10	0.575	0.028	-0.663	0.080	
OGLE-BLG-RRLYR-07036	0.577	0.053	0.690	0.020	1.643	0.042	6730	100	0.208	0.088	0.69	0.10	0.474	0.028	-0.523	0.079	
OGLE-BLG-RRLYR-07038	0.588	0.053	0.722	0.020	1.737	0.042	6810	100	0.011	0.089	0.46	0.10	0.448	0.028	-0.681	0.080	
OGLE-BLG-RRLYR-07043	0.643	0.050	0.750	0.019	1.565	0.042	6030	100	0.260	0.087	0.904	0.099	0.644	0.028	-0.731	0.078	
OGLE-BLG-RRLYR-07045	0.655	0.050	0.736	0.019	1.642	0.042	6375	99	0.205	0.087	0.732	0.099	0.542	0.028	-0.645	0.077	
OGLE-BLG-RRLYR-07051	0.548	0.050	0.825	0.019	1.656	0.042	5820	100	0.030	0.088	0.71	0.10	0.679	0.029	-1.011	0.078	
OGLE-BLG-RRLYR-07056	0.584	0.050	0.716	0.019	1.601	0.043	6380	100	0.279	0.089	0.80	0.10	0.542	0.028	-0.577	0.078	
OGLE-BLG-RRLYR-07059	0.605	0.051	0.696	0.019	1.627	0.042	6610	100	0.244	0.087	0.733	0.099	0.491	0.028	-0.521	0.078	
OGLE-BLG-RRLYR-07068	0.618	0.051	0.694	0.019	1.580	0.042	6453	99	0.321	0.087	0.868	0.098	0.538	0.028	-0.511	0.077	
OGLE-BLG-RRLYR-07073	0.666	0.051	0.715	0.019	1.582	0.042	6290	100	0.299	0.087	0.881	0.098	0.577	0.028	-0.600	0.078	
OGLE-BLG-RRLYR-07079	0.737	0.050	0.746	0.019	1.629	0.042	6245	99	0.181	0.087	0.774	0.099	0.591	0.028	-0.734	0.078	
OGLE-BLG-RRLYR-07081	0.554	0.051	0.681	0.019	1.563	0.042	6479	99	0.355	0.087	0.897	0.098	0.530	0.028	-0.464	0.077	
OGLE-BLG-RRLYR-07082	0.745	0.050	0.789	0.019	1.732	0.042	6299	99	-0.051	0.088	0.509	0.099	0.569	0.028	-0.932	0.078	
OGLE-BLG-RRLYR-07090	0.770	0.050	0.809	0.019	1.702	0.042	6057	99	-0.024	0.087	0.617	0.098	0.636	0.028	-1.007	0.077	
OGLE-BLG-RRLYR-07093	0.578	0.049	0.696	0.019	1.656	0.042	6740	100	0.193	0.087	0.670	0.099	0.472	0.028	-0.533	0.077	
OGLE-BLG-RRLYR-07097	0.573	0.054	0.677	0.020	1.603	0.043	6660	100	0.294	0.089	0.79	0.10	0.486	0.029	-0.468	0.081	
OGLE-BLG-RRLYR-07104	0.692	0.050	0.731	0.019	1.674	0.042	6530	100	0.103	0.087	0.640	0.099	0.523	0.028	-0.701	0.078	
