ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-SMC-RRLYR-3139	0.691	0.050	0.769	0.019	1.667	0.042	6250	100	0.107	0.088	0.693	0.099	0.585	0.028	-0.790	0.078	
OGLE-SMC-RRLYR-3141	0.641	0.051	0.807	0.019	1.807	0.042	6440	100	-0.241	0.088	0.287	0.099	0.531	0.028	-1.060	0.079	
OGLE-SMC-RRLYR-3151	0.695	0.051	0.757	0.019	1.713	0.042	6470	100	0.034	0.087	0.562	0.099	0.529	0.028	-0.792	0.078	
OGLE-SMC-RRLYR-3160	0.655	0.050	0.733	0.019	1.649	0.042	6430	100	0.169	0.088	0.711	0.099	0.540	0.028	-0.661	0.078	
OGLE-SMC-RRLYR-3162	0.617	0.064	0.723	0.024	1.653	0.045	6490	110	0.139	0.094	0.68	0.10	0.524	0.030	-0.673	0.091	
OGLE-SMC-RRLYR-3163	0.608	0.057	0.701	0.021	1.656	0.044	6660	100	0.180	0.092	0.67	0.10	0.485	0.029	-0.575	0.084	
OGLE-SMC-RRLYR-3176	0.618	0.058	0.714	0.022	1.668	0.044	6630	110	0.181	0.091	0.67	0.10	0.487	0.030	-0.575	0.086	
OGLE-SMC-RRLYR-3187	0.765	0.053	0.789	0.020	1.733	0.043	6320	100	-0.006	0.089	0.52	0.10	0.553	0.029	-0.873	0.080	
OGLE-SMC-RRLYR-3192	0.744	0.053	0.780	0.021	1.719	0.043	6320	100	0.025	0.090	0.56	0.10	0.553	0.029	-0.839	0.081	
OGLE-SMC-RRLYR-3193	0.576	0.061	0.715	0.022	1.683	0.043	6690	110	0.122	0.089	0.60	0.10	0.476	0.030	-0.618	0.085	
OGLE-SMC-RRLYR-3195	0.716	0.064	0.795	0.025	1.765	0.045	6380	130	-0.124	0.095	0.43	0.10	0.554	0.034	-0.98	0.10	
OGLE-SMC-RRLYR-3196	0.740	0.058	0.775	0.022	1.738	0.044	6430	110	-0.025	0.091	0.51	0.10	0.535	0.029	-0.846	0.085	
OGLE-SMC-RRLYR-3199	0.623	0.055	0.721	0.020	1.703	0.043	6680	100	0.081	0.089	0.56	0.10	0.476	0.029	-0.659	0.082	
OGLE-SMC-RRLYR-3207	0.625	0.058	0.739	0.022	1.699	0.044	6530	110	0.048	0.092	0.56	0.10	0.513	0.029	-0.750	0.086	
OGLE-SMC-RRLYR-3215	0.681	0.068	0.767	0.026	1.744	0.046	6510	120	-0.010	0.097	0.49	0.10	0.509	0.032	-0.803	0.098	
OGLE-SMC-RRLYR-3230	0.742	0.068	0.763	0.023	1.767	0.047	6620	110	-0.048	0.096	0.45	0.11	0.494	0.030	-0.820	0.091	
OGLE-SMC-RRLYR-3236	0.628	0.062	0.746	0.023	1.722	0.044	6590	110	0.008	0.093	0.50	0.10	0.499	0.031	-0.768	0.094	
OGLE-SMC-RRLYR-3242	0.630	0.057	0.716	0.021	1.707	0.043	6760	110	0.092	0.090	0.56	0.10	0.464	0.030	-0.626	0.084	
OGLE-SMC-RRLYR-3250	0.621	0.056	0.723	0.021	1.624	0.043	6400	110	0.192	0.091	0.75	0.10	0.555	0.030	-0.665	0.085	
OGLE-SMC-RRLYR-3253	0.750	0.055	0.779	0.021	1.712	0.043	6310	110	0.023	0.090	0.58	0.10	0.562	0.030	-0.847	0.083	
OGLE-SMC-RRLYR-3260	0.670	0.059	0.735	0.022	1.697	0.044	6570	110	0.094	0.091	0.60	0.10	0.504	0.029	-0.684	0.085	
OGLE-SMC-RRLYR-3269	0.653	0.064	0.751	0.023	1.733	0.045	6580	110	-0.013	0.094	0.47	0.10	0.499	0.030	-0.787	0.091	
OGLE-SMC-RRLYR-3270	0.676	0.054	0.774	0.021	1.685	0.043	6270	100	0.061	0.090	0.62	0.10	0.574	0.029	-0.832	0.081	
OGLE-SMC-RRLYR-3271	0.716	0.065	0.770	0.022	1.736	0.045	6460	110	-0.026	0.093	0.50	0.10	0.532	0.030	-0.852	0.089	
OGLE-SMC-RRLYR-3272	0.632	0.064	0.739	0.024	1.697	0.044	6540	120	0.069	0.092	0.59	0.10	0.511	0.031	-0.727	0.092	
OGLE-SMC-RRLYR-3284	0.680	0.059	0.760	0.021	1.717	0.043	6450	110	0.015	0.089	0.54	0.10	0.528	0.030	-0.805	0.084	
OGLE-SMC-RRLYR-3312	0.767	0.051	0.820	0.019	1.824	0.042	6410	100	-0.239	0.087	0.308	0.098	0.543	0.028	-1.081	0.079	
OGLE-SMC-RRLYR-3313	0.651	0.066	0.739	0.024	1.709	0.047	6570	110	0.045	0.097	0.56	0.11	0.504	0.030	-0.738	0.094	
OGLE-SMC-RRLYR-3321	0.670	0.058	0.737	0.021	1.683	0.044	6500	110	0.107	0.090	0.63	0.10	0.522	0.029	-0.707	0.085	
OGLE-SMC-RRLYR-3329	0.632	0.058	0.734	0.021	1.688	0.043	6570	110	0.092	0.088	0.608	0.099	0.506	0.030	-0.691	0.082	
OGLE-SMC-RRLYR-3332	0.668	0.058	0.744	0.021	1.738	0.044	6650	100	0.018	0.090	0.50	0.10	0.483	0.029	-0.734	0.083	
OGLE-SMC-RRLYR-3358	0.658	0.058	0.746	0.022	1.734	0.043	6600	110	0.000	0.091	0.50	0.10	0.491	0.030	-0.762	0.085	
OGLE-SMC-RRLYR-3365	0.748	0.058	0.778	0.021	1.746	0.043	6440	110	-0.015	0.090	0.51	0.10	0.531	0.029	-0.846	0.084	
OGLE-SMC-RRLYR-3368	0.676	0.059	0.761	0.022	1.770	0.043	6650	110	-0.058	0.089	0.43	0.10	0.483	0.030	-0.811	0.085	
OGLE-SMC-RRLYR-3370	0.683	0.058	0.748	0.021	1.713	0.044	6540	100	0.053	0.090	0.57	0.10	0.511	0.029	-0.740	0.083	
OGLE-SMC-RRLYR-3373	0.607	0.054	0.740	0.021	1.638	0.044	6330	100	0.177	0.092	0.72	0.10	0.553	0.029	-0.692	0.081	
OGLE-SMC-RRLYR-3380	0.709	0.053	0.775	0.020	1.708	0.042	6350	100	0.046	0.088	0.597	0.099	0.553	0.029	-0.802	0.080	
OGLE-SMC-RRLYR-3383	0.614	0.058	0.863	0.022	1.880	0.044	6290	110	-0.455	0.093	0.10	0.10	0.562	0.031	-1.328	0.089	
OGLE-SMC-RRLYR-3399	0.601	0.058	0.721	0.021	1.716	0.043	6730	100	0.050	0.090	0.52	0.10	0.464	0.029	-0.673	0.083	
OGLE-SMC-RRLYR-3403	0.601	0.064	0.731	0.023	1.697	0.044	6620	110	0.077	0.092	0.58	0.10	0.492	0.030	-0.682	0.090	
OGLE-SMC-RRLYR-3417	0.725	0.057	0.767	0.021	1.722	0.043	6430	110	0.013	0.089	0.56	0.10	0.537	0.030	-0.807	0.084	
OGLE-SMC-RRLYR-3431	0.640	0.060	0.719	0.023	1.672	0.045	6590	110	0.147	0.095	0.64	0.10	0.497	0.030	-0.631	0.093	
OGLE-SMC-RRLYR-3435	0.716	0.052	0.760	0.020	1.658	0.043	6230	100	0.119	0.088	0.69	0.10	0.579	0.028	-0.786	0.078	
OGLE-SMC-RRLYR-3438	0.668	0.056	0.722	0.021	1.678	0.045	6620	110	0.121	0.094	0.59	0.11	0.471	0.031	-0.611	0.084	
OGLE-SMC-RRLYR-3445	0.558	0.050	0.693	0.020	1.524	0.044	6270	110	0.340	0.091	0.95	0.10	0.596	0.030	-0.577	0.080	
OGLE-SMC-RRLYR-3446	0.681	0.057	0.738	0.021	1.701	0.043	6560	100	0.092	0.089	0.599	0.099	0.506	0.029	-0.693	0.082	
OGLE-SMC-RRLYR-3460	0.690	0.054	0.765	0.020	1.701	0.042	6380	110	0.047	0.088	0.59	0.10	0.545	0.030	-0.797	0.080	
OGLE-SMC-RRLYR-3480	0.723	0.055	0.770	0.020	1.711	0.042	6360	110	0.012	0.088	0.562	0.099	0.554	0.029	-0.848	0.080	
OGLE-SMC-RRLYR-3490	0.750	0.058	0.771	0.021	1.709	0.043	6340	110	0.036	0.090	0.59	0.10	0.557	0.030	-0.836	0.085	
OGLE-SMC-RRLYR-3499	0.635	0.056	0.752	0.021	1.736	0.042	6590	110	-0.020	0.088	0.488	0.099	0.500	0.030	-0.793	0.084	
OGLE-SMC-RRLYR-3520	0.577	0.056	0.707	0.021	1.562	0.044	6300	110	0.301	0.092	0.88	0.10	0.576	0.030	-0.584	0.084	
OGLE-SMC-RRLYR-3523	0.632	0.054	0.740	0.021	1.661	0.043	6410	110	0.148	0.090	0.67	0.10	0.535	0.029	-0.688	0.083	
OGLE-SMC-RRLYR-3533	0.660	0.059	0.750	0.022	1.704	0.043	6490	110	0.060	0.090	0.58	0.10	0.520	0.031	-0.749	0.087	
OGLE-SMC-RRLYR-3539	0.711	0.053	0.757	0.020	1.686	0.043	6360	100	0.083	0.090	0.64	0.10	0.551	0.029	-0.773	0.081	
OGLE-SMC-RRLYR-3541	0.660	0.053	0.757	0.021	1.676	0.043	6340	110	0.106	0.089	0.64	0.10	0.551	0.029	-0.757	0.082	
OGLE-SMC-RRLYR-3554	0.739	0.054	0.759	0.020	1.671	0.043	6290	110	0.082	0.089	0.67	0.10	0.578	0.030	-0.808	0.081	
OGLE-SMC-RRLYR-3557	0.607	0.065	0.719	0.022	1.637	0.045	6470	110	0.185	0.091	0.71	0.10	0.527	0.030	-0.630	0.086	
OGLE-SMC-RRLYR-3560	0.667	0.058	0.744	0.022	1.698	0.043	6510	110	0.077	0.090	0.58	0.10	0.513	0.029	-0.724	0.085	
OGLE-SMC-RRLYR-3562	0.671	0.060	0.787	0.023	1.760	0.044	6420	110	-0.121	0.093	0.42	0.10	0.542	0.031	-0.956	0.091	
OGLE-SMC-RRLYR-3566	0.752	0.056	0.775	0.021	1.694	0.044	6260	100	0.041	0.089	0.61	0.10	0.576	0.029	-0.857	0.080	
OGLE-SMC-RRLYR-3592	0.631	0.060	0.705	0.022	1.633	0.044	6530	110	0.204	0.091	0.73	0.10	0.518	0.030	-0.605	0.085	
OGLE-SMC-RRLYR-3600	0.682	0.059	0.756	0.023	1.735	0.043	6570	120	-0.009	0.091	0.50	0.10	0.505	0.032	-0.798	0.091	
OGLE-SMC-RRLYR-3619	0.715	0.060	0.764	0.021	1.707	0.044	6380	100	0.019	0.090	0.59	0.10	0.550	0.029	-0.815	0.084	
OGLE-SMC-RRLYR-3621	0.680	0.054	0.764	0.020	1.685	0.043	6310	110	0.044	0.089	0.60	0.10	0.564	0.030	-0.835	0.081	
OGLE-SMC-RRLYR-3631	0.690	0.058	0.776	0.022	1.709	0.043	6320	110	0.016	0.089	0.56	0.10	0.555	0.030	-0.847	0.083	
OGLE-SMC-RRLYR-3638	0.636	0.065	0.717	0.024	1.686	0.047	6660	110	0.139	0.097	0.62	0.11	0.483	0.031	-0.618	0.094	
OGLE-SMC-RRLYR-3641	0.595	0.059	0.710	0.022	1.655	0.044	6580	110	0.164	0.093	0.67	0.10	0.503	0.030	-0.624	0.088	
OGLE-SMC-RRLYR-3646	0.738	0.054	0.777	0.020	1.729	0.042	6390	100	0.009	0.089	0.548	0.099	0.541	0.029	-0.827	0.081	
OGLE-SMC-RRLYR-3650	0.777	0.061	0.780	0.022	1.742	0.045	6420	110	-0.015	0.091	0.53	0.10	0.543	0.030	-0.861	0.087	
OGLE-SMC-RRLYR-3654	0.592	0.059	0.711	0.021	1.674	0.043	6680	110	0.132	0.090	0.62	0.10	0.481	0.030	-0.613	0.085	
OGLE-SMC-RRLYR-3656	0.570	0.055	0.730	0.020	1.660	0.042	6500	100	0.143	0.089	0.663	0.099	0.519	0.029	-0.662	0.081	
OGLE-SMC-RRLYR-3667	0.781	0.055	0.778	0.021	1.742	0.042	6410	110	-0.012	0.089	0.524	0.099	0.539	0.029	-0.857	0.083	
OGLE-SMC-RRLYR-3679	0.578	0.060	0.705	0.021	1.664	0.044	6650	100	0.153	0.091	0.65	0.10	0.486	0.029	-0.600	0.084	
OGLE-SMC-RRLYR-3680	0.572	0.054	0.700	0.020	1.630	0.044	6590	110	0.226	0.092	0.73	0.11	0.490	0.031	-0.539	0.082	
OGLE-SMC-RRLYR-3685	0.553	0.060	0.704	0.021	1.674	0.044	6710	110	0.129	0.091	0.61	0.10	0.472	0.029	-0.601	0.085	
OGLE-SMC-RRLYR-3703	0.649	0.058	0.770	0.022	1.753	0.043	6510	110	-0.071	0.091	0.44	0.10	0.515	0.030	-0.872	0.088	
OGLE-SMC-RRLYR-3705	0.614	0.060	0.709	0.022	1.669	0.044	6640	110	0.158	0.092	0.66	0.10	0.489	0.030	-0.600	0.087	
OGLE-SMC-RRLYR-3710	0.618	0.059	0.730	0.022	1.684	0.043	6560	110	0.106	0.090	0.60	0.10	0.503	0.030	-0.676	0.087	
OGLE-SMC-RRLYR-3736	0.736	0.060	0.752	0.022	1.720	0.043	6520	110	0.045	0.090	0.55	0.10	0.514	0.030	-0.757	0.087	
OGLE-SMC-RRLYR-3755	0.624	0.054	0.744	0.021	1.714	0.042	6580	110	0.019	0.089	0.536	0.099	0.505	0.030	-0.766	0.084	
OGLE-SMC-RRLYR-3757	0.621	0.063	0.738	0.023	1.670	0.044	6460	120	0.129	0.093	0.66	0.10	0.526	0.031	-0.692	0.092	
OGLE-SMC-RRLYR-3763	0.684	0.056	0.756	0.021	1.705	0.043	6460	110	0.076	0.090	0.59	0.10	0.524	0.029	-0.739	0.083	
OGLE-SMC-RRLYR-3786	0.643	0.060	0.709	0.023	1.647	0.044	6580	110	0.222	0.091	0.70	0.10	0.497	0.030	-0.554	0.088	
OGLE-SMC-RRLYR-3793	0.742	0.054	0.809	0.020	1.817	0.042	6480	100	-0.202	0.088	0.343	0.099	0.530	0.029	-1.022	0.080	
OGLE-SMC-RRLYR-3797	0.719	0.059	0.770	0.023	1.746	0.045	6490	110	-0.012	0.094	0.49	0.10	0.514	0.030	-0.816	0.089	
OGLE-SMC-RRLYR-3800	0.617	0.059	0.704	0.021	1.685	0.045	6730	110	0.140	0.091	0.60	0.10	0.464	0.029	-0.588	0.084	
OGLE-SMC-RRLYR-3801	0.690	0.058	0.758	0.021	1.713	0.044	6450	110	0.006	0.090	0.56	0.10	0.534	0.029	-0.809	0.084	
OGLE-SMC-RRLYR-3803	0.611	0.059	0.716	0.023	1.692	0.046	6700	110	0.127	0.096	0.58	0.11	0.462	0.031	-0.606	0.089	
OGLE-SMC-RRLYR-3808	0.679	0.061	0.748	0.021	1.724	0.044	6580	100	0.021	0.089	0.52	0.10	0.502	0.029	-0.756	0.082	
OGLE-SMC-RRLYR-3810	0.688	0.055	0.747	0.021	1.679	0.043	6420	110	0.093	0.091	0.64	0.10	0.539	0.029	-0.735	0.083	
OGLE-SMC-RRLYR-3833	0.716	0.060	0.771	0.021	1.691	0.044	6280	110	0.033	0.091	0.60	0.10	0.572	0.029	-0.858	0.085	
OGLE-SMC-RRLYR-3834	0.653	0.059	0.740	0.021	1.702	0.044	6550	110	0.058	0.090	0.58	0.10	0.510	0.029	-0.725	0.083	
OGLE-SMC-RRLYR-3845	0.727	0.059	0.789	0.022	1.732	0.044	6310	110	-0.033	0.091	0.51	0.10	0.560	0.029	-0.908	0.085	
OGLE-SMC-RRLYR-3850	0.639	0.060	0.736	0.022	1.678	0.044	6500	110	0.118	0.090	0.64	0.10	0.519	0.030	-0.692	0.088	
OGLE-SMC-RRLYR-3862	0.632	0.054	0.725	0.020	1.667	0.043	6530	110	0.158	0.091	0.67	0.10	0.510	0.030	-0.638	0.082	
OGLE-SMC-RRLYR-3881	0.668	0.057	0.769	0.022	1.736	0.043	6460	110	-0.037	0.090	0.47	0.10	0.524	0.030	-0.851	0.084	
OGLE-SMC-RRLYR-3889	0.722	0.052	0.782	0.021	1.725	0.043	6340	100	0.000	0.090	0.53	0.10	0.544	0.029	-0.852	0.080	
OGLE-SMC-RRLYR-3896	0.596	0.056	0.706	0.020	1.681	0.043	6740	100	0.134	0.089	0.60	0.10	0.466	0.029	-0.587	0.081	
OGLE-SMC-RRLYR-3899	0.638	0.065	0.696	0.023	1.615	0.047	6550	110	0.276	0.096	0.77	0.11	0.507	0.030	-0.514	0.092	
OGLE-SMC-RRLYR-3907	0.724	0.063	0.801	0.025	1.796	0.045	6440	110	-0.169	0.095	0.34	0.10	0.526	0.031	-0.989	0.095	
OGLE-SMC-RRLYR-3908	0.725	0.052	0.778	0.020	1.726	0.044	6380	100	0.009	0.091	0.53	0.10	0.532	0.029	-0.826	0.080	
OGLE-SMC-RRLYR-3938	0.749	0.055	0.785	0.021	1.733	0.043	6330	110	-0.016	0.089	0.51	0.10	0.551	0.030	-0.878	0.084	
OGLE-SMC-RRLYR-3942	0.700	0.056	0.780	0.021	1.704	0.043	6290	110	0.025	0.090	0.58	0.10	0.566	0.030	-0.853	0.083	
OGLE-SMC-RRLYR-3944	0.623	0.061	0.758	0.023	1.751	0.044	6610	110	-0.072	0.093	0.43	0.10	0.499	0.031	-0.847	0.093	
OGLE-SMC-RRLYR-3946	0.701	0.058	0.755	0.021	1.686	0.043	6390	110	0.083	0.089	0.64	0.10	0.547	0.029	-0.763	0.083	
OGLE-SMC-RRLYR-3955	0.685	0.058	0.752	0.022	1.713	0.044	6470	110	0.036	0.092	0.57	0.10	0.525	0.029	-0.783	0.086	
OGLE-SMC-RRLYR-3962	0.733	0.054	0.780	0.021	1.701	0.043	6280	110	0.050	0.089	0.62	0.10	0.573	0.029	-0.833	0.082	
OGLE-SMC-RRLYR-3975	0.640	0.059	0.756	0.021	1.713	0.043	6470	110	0.002	0.090	0.54	0.10	0.525	0.029	-0.806	0.084	
OGLE-SMC-RRLYR-3993	0.670	0.058	0.751	0.022	1.674	0.043	6380	110	0.123	0.090	0.66	0.10	0.543	0.030	-0.724	0.085	
OGLE-SMC-RRLYR-4009	0.626	0.066	0.745	0.023	1.716	0.043	6580	120	0.025	0.090	0.539	0.099	0.502	0.032	-0.748	0.091	
OGLE-SMC-RRLYR-4020	0.764	0.054	0.781	0.020	1.689	0.043	6240	110	0.060	0.091	0.63	0.10	0.581	0.029	-0.840	0.082	
OGLE-SMC-RRLYR-4053	0.594	0.054	0.710	0.020	1.657	0.043	6620	110	0.182	0.090	0.68	0.10	0.490	0.030	-0.581	0.081	
OGLE-SMC-RRLYR-4060	0.673	0.056	0.767	0.021	1.722	0.043	6440	110	0.031	0.090	0.55	0.10	0.523	0.030	-0.781	0.084	
OGLE-SMC-RRLYR-4067	0.635	0.055	0.763	0.021	1.773	0.042	6650	110	-0.101	0.089	0.392	0.099	0.488	0.030	-0.859	0.084	
OGLE-SMC-RRLYR-4074	0.607	0.056	0.724	0.021	1.678	0.043	6560	110	0.098	0.090	0.62	0.10	0.507	0.029	-0.690	0.084	
OGLE-SMC-RRLYR-4086	0.623	0.059	0.746	0.023	1.681	0.043	6440	110	0.102	0.092	0.62	0.10	0.528	0.031	-0.721	0.091	
OGLE-SMC-RRLYR-4088	0.636	0.059	0.735	0.022	1.714	0.043	6650	110	0.045	0.089	0.54	0.10	0.487	0.030	-0.712	0.085	
OGLE-SMC-RRLYR-4094	0.706	0.053	0.769	0.020	1.760	0.043	6550	100	-0.065	0.089	0.44	0.10	0.510	0.029	-0.860	0.082	
OGLE-SMC-RRLYR-4102	0.636	0.060	0.744	0.023	1.701	0.044	6530	110	0.068	0.091	0.58	0.10	0.511	0.030	-0.727	0.089	
OGLE-SMC-RRLYR-4114	0.711	0.055	0.769	0.021	1.724	0.043	6410	100	-0.010	0.089	0.53	0.10	0.539	0.029	-0.839	0.082	
OGLE-SMC-RRLYR-4121	0.569	0.058	0.723	0.022	1.708	0.043	6700	110	0.055	0.090	0.52	0.10	0.467	0.030	-0.669	0.086	
OGLE-SMC-RRLYR-4123	0.664	0.060	0.722	0.022	1.717	0.043	6740	110	0.067	0.090	0.54	0.10	0.467	0.030	-0.658	0.086	
OGLE-SMC-RRLYR-4127	0.595	0.067	0.700	0.024	1.627	0.047	6580	110	0.227	0.095	0.74	0.11	0.506	0.031	-0.560	0.092	
OGLE-SMC-RRLYR-4142	0.713	0.057	0.802	0.022	1.803	0.043	6470	110	-0.192	0.090	0.34	0.10	0.529	0.031	-1.015	0.088	
OGLE-SMC-RRLYR-4157	0.591	0.052	0.710	0.020	1.669	0.043	6670	100	0.140	0.088	0.63	0.10	0.484	0.029	-0.611	0.080	
OGLE-SMC-RRLYR-4159	0.598	0.062	0.726	0.023	1.645	0.043	6450	120	0.169	0.091	0.70	0.10	0.530	0.032	-0.650	0.089	
OGLE-SMC-RRLYR-4163	0.675	0.059	0.762	0.021	1.731	0.044	6490	110	-0.019	0.092	0.49	0.10	0.523	0.031	-0.831	0.086	
OGLE-SMC-RRLYR-4170	0.662	0.056	0.754	0.021	1.683	0.043	6380	110	0.078	0.089	0.62	0.10	0.548	0.029	-0.774	0.081	
OGLE-SMC-RRLYR-4171	0.727	0.057	0.772	0.022	1.726	0.044	6430	100	0.026	0.092	0.55	0.10	0.534	0.029	-0.793	0.085	
OGLE-SMC-RRLYR-4179	0.692	0.063	0.750	0.023	1.731	0.044	6600	110	0.022	0.091	0.52	0.10	0.499	0.030	-0.749	0.088	
OGLE-SMC-RRLYR-4182	0.665	0.057	0.749	0.021	1.672	0.043	6370	110	0.114	0.089	0.659	0.099	0.547	0.030	-0.738	0.085	
OGLE-SMC-RRLYR-4192	0.586	0.058	0.714	0.021	1.688	0.043	6710	110	0.110	0.089	0.60	0.10	0.474	0.029	-0.618	0.083	
OGLE-SMC-RRLYR-4229	0.734	0.054	0.796	0.021	1.706	0.043	6180	110	-0.001	0.089	0.60	0.10	0.598	0.030	-0.917	0.083	
OGLE-SMC-RRLYR-4242	0.617	0.054	0.735	0.021	1.659	0.043	6450	110	0.131	0.090	0.66	0.10	0.535	0.029	-0.693	0.084	
OGLE-SMC-RRLYR-4251	0.703	0.060	0.747	0.021	1.730	0.044	6600	100	0.031	0.090	0.53	0.10	0.498	0.029	-0.742	0.083	
OGLE-SMC-RRLYR-4254	0.648	0.057	0.722	0.022	1.650	0.043	6480	110	0.163	0.090	0.71	0.10	0.525	0.030	-0.647	0.085	
OGLE-SMC-RRLYR-4255	0.575	0.052	0.691	0.020	1.543	0.044	6330	110	0.321	0.091	0.89	0.10	0.567	0.031	-0.554	0.080	
OGLE-SMC-RRLYR-4258	0.743	0.053	0.791	0.020	1.727	0.043	6310	100	-0.005	0.090	0.54	0.10	0.561	0.028	-0.882	0.080	
OGLE-SMC-RRLYR-4263	0.744	0.054	0.776	0.020	1.729	0.042	6390	110	0.008	0.088	0.544	0.099	0.539	0.029	-0.835	0.081	
OGLE-SMC-RRLYR-4273	0.588	0.058	0.725	0.022	1.648	0.044	6480	110	0.165	0.093	0.69	0.10	0.525	0.030	-0.640	0.090	
OGLE-SMC-RRLYR-4277	0.629	0.056	0.758	0.021	1.759	0.042	6640	110	-0.068	0.089	0.425	0.099	0.490	0.030	-0.827	0.084	
OGLE-SMC-RRLYR-4280	0.613	0.059	0.724	0.021	1.631	0.043	6400	110	0.164	0.091	0.72	0.10	0.549	0.030	-0.683	0.085	
OGLE-SMC-RRLYR-4285	0.642	0.061	0.782	0.023	1.777	0.044	6520	120	-0.143	0.092	0.37	0.10	0.515	0.032	-0.946	0.092	
OGLE-SMC-RRLYR-4286	0.662	0.066	0.757	0.024	1.667	0.046	6270	110	0.088	0.096	0.66	0.11	0.566	0.032	-0.793	0.088	
OGLE-SMC-RRLYR-4297	0.543	0.060	0.704	0.022	1.661	0.044	6690	110	0.168	0.091	0.65	0.10	0.475	0.029	-0.565	0.085	
OGLE-SMC-RRLYR-4298	0.557	0.050	0.722	0.019	1.678	0.042	6590	110	0.080	0.088	0.60	0.10	0.502	0.030	-0.703	0.080	
OGLE-SMC-RRLYR-4301	0.675	0.055	0.759	0.022	1.659	0.043	6290	110	0.117	0.090	0.69	0.10	0.574	0.031	-0.761	0.085	
OGLE-SMC-RRLYR-4307	0.609	0.052	0.767	0.021	1.679	0.043	6260	110	0.038	0.090	0.61	0.10	0.571	0.029	-0.860	0.082	
OGLE-SMC-RRLYR-4318	0.717	0.054	0.772	0.021	1.701	0.043	6330	100	0.071	0.090	0.61	0.10	0.552	0.029	-0.789	0.083	
OGLE-SMC-RRLYR-4355	0.715	0.058	0.771	0.022	1.731	0.043	6440	110	0.010	0.091	0.53	0.10	0.528	0.029	-0.808	0.086	
OGLE-SMC-RRLYR-4374	0.560	0.054	0.695	0.021	1.650	0.042	6700	110	0.182	0.088	0.662	0.099	0.473	0.030	-0.553	0.082	
OGLE-SMC-RRLYR-4380	0.703	0.057	0.778	0.022	1.746	0.043	6440	110	-0.069	0.090	0.47	0.10	0.538	0.031	-0.906	0.088	
OGLE-SMC-RRLYR-4384	0.633	0.057	0.737	0.021	1.666	0.042	6440	110	0.125	0.089	0.66	0.10	0.533	0.031	-0.702	0.084	
OGLE-SMC-RRLYR-4396	0.657	0.059	0.740	0.021	1.701	0.043	6530	110	0.049	0.089	0.58	0.10	0.514	0.029	-0.736	0.083	
OGLE-SMC-RRLYR-4397	0.677	0.066	0.747	0.022	1.697	0.044	6480	110	0.059	0.091	0.59	0.10	0.525	0.030	-0.747	0.087	
OGLE-SMC-RRLYR-4402	0.719	0.057	0.772	0.022	1.719	0.043	6390	110	0.039	0.091	0.56	0.10	0.538	0.029	-0.802	0.086	
OGLE-SMC-RRLYR-4407	0.619	0.063	0.722	0.023	1.647	0.045	6490	110	0.197	0.094	0.72	0.10	0.521	0.029	-0.614	0.089	
OGLE-SMC-RRLYR-4414	0.757	0.054	0.786	0.021	1.698	0.043	6230	110	0.054	0.089	0.63	0.10	0.583	0.030	-0.839	0.082	
OGLE-SMC-RRLYR-4446	0.598	0.067	0.715	0.025	1.660	0.048	6590	110	0.166	0.099	0.68	0.11	0.499	0.031	-0.605	0.096	
OGLE-SMC-RRLYR-4449	0.747	0.057	0.787	0.023	1.694	0.048	6190	110	0.041	0.097	0.62	0.11	0.589	0.030	-0.867	0.087	
OGLE-SMC-RRLYR-4453	0.740	0.053	0.792	0.020	1.741	0.043	6320	100	-0.040	0.088	0.49	0.10	0.554	0.029	-0.908	0.080	
OGLE-SMC-RRLYR-4460	0.620	0.059	0.721	0.022	1.699	0.043	6670	110	0.088	0.091	0.58	0.10	0.480	0.030	-0.655	0.086	
OGLE-SMC-RRLYR-4469	0.628	0.052	0.762	0.019	1.727	0.042	6500	100	-0.039	0.087	0.490	0.098	0.522	0.029	-0.851	0.079	
OGLE-SMC-RRLYR-4483	0.608	0.070	0.715	0.023	1.684	0.045	6670	110	0.111	0.093	0.60	0.10	0.481	0.030	-0.634	0.091	
OGLE-SMC-RRLYR-4494	0.661	0.058	0.740	0.021	1.706	0.043	6580	110	0.065	0.089	0.583	0.099	0.504	0.029	-0.711	0.083	
OGLE-SMC-RRLYR-4518	0.654	0.057	0.766	0.022	1.711	0.043	6400	110	0.019	0.091	0.55	0.10	0.537	0.029	-0.818	0.084	
OGLE-SMC-RRLYR-4520	0.729	0.054	0.769	0.021	1.714	0.043	6390	100	0.037	0.089	0.57	0.10	0.544	0.029	-0.800	0.082	
OGLE-SMC-RRLYR-4522	0.731	0.052	0.793	0.020	1.733	0.044	6320	110	-0.068	0.093	0.49	0.11	0.556	0.030	-0.930	0.080	
OGLE-SMC-RRLYR-4523	0.698	0.052	0.770	0.020	1.693	0.042	6330	100	0.073	0.088	0.620	0.099	0.555	0.029	-0.789	0.079	
OGLE-SMC-RRLYR-4545	0.608	0.056	0.716	0.022	1.662	0.044	6560	110	0.157	0.091	0.67	0.10	0.506	0.030	-0.638	0.085	
OGLE-SMC-RRLYR-4552	0.663	0.062	0.740	0.023	1.689	0.044	6480	110	0.080	0.093	0.61	0.10	0.525	0.031	-0.745	0.090	
