ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-SMC-RRLYR-0738	0.697	0.060	0.754	0.021	1.737	0.044	6570	110	0.002	0.090	0.50	0.10	0.504	0.029	-0.776	0.084	
OGLE-SMC-RRLYR-0749	0.673	0.052	0.761	0.020	1.648	0.045	6260	100	0.132	0.094	0.71	0.11	0.582	0.029	-0.764	0.080	
OGLE-SMC-RRLYR-0754	0.721	0.058	0.767	0.022	1.692	0.043	6320	110	0.042	0.090	0.61	0.10	0.566	0.030	-0.825	0.085	
OGLE-SMC-RRLYR-0757	0.727	0.055	0.783	0.020	1.761	0.042	6460	110	-0.075	0.088	0.467	0.099	0.531	0.029	-0.897	0.082	
OGLE-SMC-RRLYR-0758	0.649	0.056	0.728	0.020	1.681	0.043	6580	110	0.107	0.089	0.619	0.099	0.506	0.030	-0.679	0.083	
OGLE-SMC-RRLYR-0770	0.749	0.050	0.834	0.019	1.821	0.042	6323	99	-0.237	0.087	0.308	0.099	0.553	0.028	-1.098	0.077	
OGLE-SMC-RRLYR-0771	0.711	0.057	0.773	0.020	1.721	0.042	6390	110	0.014	0.088	0.557	0.099	0.541	0.030	-0.823	0.081	
OGLE-SMC-RRLYR-0779	0.701	0.052	0.800	0.020	1.744	0.043	6260	100	-0.090	0.090	0.47	0.10	0.572	0.028	-0.976	0.081	
OGLE-SMC-RRLYR-0781	0.771	0.056	0.827	0.021	1.821	0.043	6330	110	-0.245	0.091	0.32	0.10	0.559	0.029	-1.112	0.085	
OGLE-SMC-RRLYR-0782	0.688	0.058	0.737	0.021	1.731	0.043	6680	100	0.028	0.090	0.52	0.10	0.482	0.029	-0.721	0.084	
OGLE-SMC-RRLYR-0783	0.761	0.051	0.792	0.019	1.728	0.042	6260	100	-0.033	0.087	0.539	0.099	0.575	0.028	-0.931	0.078	
OGLE-SMC-RRLYR-0784	0.742	0.052	0.806	0.020	1.733	0.042	6200	100	-0.073	0.088	0.53	0.10	0.597	0.029	-0.989	0.080	
OGLE-SMC-RRLYR-0794	0.639	0.058	0.734	0.021	1.715	0.043	6660	110	0.059	0.089	0.553	0.099	0.484	0.030	-0.693	0.083	
OGLE-SMC-RRLYR-0795	0.688	0.056	0.757	0.021	1.745	0.043	6590	110	-0.009	0.089	0.493	0.099	0.498	0.030	-0.785	0.084	
OGLE-SMC-RRLYR-0796	0.547	0.052	0.692	0.019	1.661	0.042	6750	100	0.159	0.087	0.638	0.099	0.463	0.028	-0.558	0.079	
OGLE-SMC-RRLYR-0797	0.715	0.056	0.744	0.021	1.688	0.044	6460	110	0.102	0.090	0.61	0.10	0.528	0.029	-0.719	0.082	
OGLE-SMC-RRLYR-0809	0.633	0.057	0.739	0.021	1.682	0.043	6500	110	0.114	0.091	0.63	0.10	0.517	0.030	-0.687	0.085	
OGLE-SMC-RRLYR-0810	0.682	0.059	0.755	0.022	1.730	0.043	6540	110	0.012	0.089	0.522	0.099	0.508	0.030	-0.781	0.086	
OGLE-SMC-RRLYR-0811	0.624	0.057	0.739	0.021	1.667	0.043	6440	110	0.129	0.089	0.64	0.10	0.528	0.029	-0.695	0.082	
OGLE-SMC-RRLYR-0814	0.691	0.055	0.750	0.021	1.691	0.043	6440	110	0.063	0.089	0.602	0.099	0.534	0.029	-0.769	0.084	
OGLE-SMC-RRLYR-0820	0.693	0.062	0.761	0.024	1.717	0.044	6450	110	0.019	0.093	0.54	0.10	0.527	0.029	-0.794	0.089	
OGLE-SMC-RRLYR-0822	0.614	0.053	0.754	0.021	1.712	0.045	6540	110	-0.003	0.094	0.49	0.11	0.493	0.030	-0.774	0.082	
OGLE-SMC-RRLYR-0825	0.575	0.056	0.707	0.021	1.657	0.043	6620	100	0.158	0.089	0.66	0.10	0.491	0.029	-0.601	0.082	
OGLE-SMC-RRLYR-0833	0.607	0.058	0.720	0.021	1.662	0.043	6570	110	0.133	0.088	0.653	0.099	0.501	0.030	-0.646	0.082	
OGLE-SMC-RRLYR-0836	0.561	0.052	0.697	0.020	1.647	0.042	6690	110	0.187	0.088	0.67	0.10	0.480	0.029	-0.552	0.080	
OGLE-SMC-RRLYR-0840	0.716	0.060	0.781	0.022	1.743	0.043	6400	110	-0.042	0.090	0.505	0.099	0.542	0.031	-0.888	0.089	
OGLE-SMC-RRLYR-0847	0.787	0.058	0.792	0.022	1.783	0.043	6460	110	-0.090	0.091	0.43	0.10	0.524	0.030	-0.905	0.086	
OGLE-SMC-RRLYR-0860	0.667	0.057	0.755	0.021	1.708	0.043	6470	110	0.055	0.090	0.58	0.10	0.523	0.029	-0.762	0.084	
OGLE-SMC-RRLYR-0870	0.639	0.061	0.723	0.022	1.647	0.044	6490	110	0.207	0.092	0.72	0.10	0.520	0.030	-0.604	0.088	
OGLE-SMC-RRLYR-0879	0.564	0.053	0.732	0.020	1.668	0.042	6510	100	0.096	0.088	0.635	0.099	0.523	0.029	-0.713	0.080	
OGLE-SMC-RRLYR-0880	0.656	0.060	0.755	0.022	1.763	0.043	6670	110	-0.065	0.091	0.42	0.10	0.484	0.030	-0.816	0.089	
OGLE-SMC-RRLYR-0881	0.758	0.054	0.798	0.020	1.812	0.042	6520	100	-0.175	0.088	0.344	0.099	0.516	0.029	-0.979	0.082	
OGLE-SMC-RRLYR-0884	0.585	0.058	0.718	0.022	1.696	0.043	6700	110	0.091	0.089	0.58	0.10	0.474	0.030	-0.643	0.085	
OGLE-SMC-RRLYR-0888	0.743	0.056	0.768	0.021	1.706	0.045	6350	110	0.051	0.091	0.59	0.10	0.551	0.029	-0.813	0.083	
OGLE-SMC-RRLYR-0891	0.704	0.058	0.761	0.022	1.698	0.045	6390	100	0.062	0.093	0.61	0.10	0.541	0.029	-0.768	0.087	
OGLE-SMC-RRLYR-0912	0.636	0.055	0.719	0.021	1.623	0.045	6460	100	0.220	0.095	0.75	0.11	0.523	0.029	-0.592	0.083	
OGLE-SMC-RRLYR-0913	0.641	0.060	0.723	0.021	1.659	0.044	6540	110	0.145	0.091	0.67	0.10	0.517	0.029	-0.656	0.085	
OGLE-SMC-RRLYR-0914	0.671	0.058	0.746	0.022	1.714	0.043	6550	110	0.049	0.089	0.55	0.10	0.505	0.029	-0.731	0.083	
OGLE-SMC-RRLYR-0917	0.671	0.064	0.739	0.024	1.699	0.045	6550	110	0.094	0.094	0.60	0.10	0.507	0.030	-0.697	0.093	
OGLE-SMC-RRLYR-0926	0.670	0.056	0.737	0.021	1.694	0.044	6570	110	0.143	0.092	0.64	0.10	0.498	0.030	-0.632	0.084	
OGLE-SMC-RRLYR-0927	0.692	0.055	0.757	0.022	1.667	0.044	6310	110	0.098	0.092	0.67	0.10	0.570	0.029	-0.784	0.084	
OGLE-SMC-RRLYR-0933	0.701	0.052	0.755	0.020	1.711	0.042	6470	100	0.037	0.088	0.574	0.099	0.527	0.028	-0.773	0.079	
OGLE-SMC-RRLYR-0934	0.633	0.060	0.715	0.021	1.647	0.044	6550	110	0.222	0.090	0.72	0.10	0.507	0.029	-0.567	0.084	
OGLE-SMC-RRLYR-0948	0.725	0.055	0.770	0.021	1.721	0.042	6400	110	0.008	0.089	0.552	0.099	0.540	0.029	-0.834	0.084	
OGLE-SMC-RRLYR-0953	0.701	0.053	0.751	0.020	1.710	0.042	6510	100	0.065	0.088	0.58	0.10	0.514	0.028	-0.727	0.080	
OGLE-SMC-RRLYR-0954	0.726	0.052	0.793	0.020	1.742	0.044	6320	100	-0.023	0.090	0.51	0.10	0.549	0.029	-0.884	0.079	
OGLE-SMC-RRLYR-0967	0.568	0.056	0.732	0.021	1.709	0.043	6620	110	0.008	0.090	0.52	0.10	0.494	0.029	-0.758	0.084	
OGLE-SMC-RRLYR-0968	0.664	0.058	0.744	0.021	1.709	0.043	6560	110	0.068	0.090	0.58	0.10	0.504	0.029	-0.714	0.085	
OGLE-SMC-RRLYR-0980	0.694	0.053	0.730	0.020	1.622	0.044	6320	110	0.215	0.091	0.79	0.10	0.565	0.030	-0.663	0.081	
OGLE-SMC-RRLYR-0981	0.632	0.055	0.761	0.020	1.758	0.042	6600	100	-0.076	0.089	0.435	0.099	0.498	0.029	-0.843	0.082	
OGLE-SMC-RRLYR-0995	0.695	0.056	0.757	0.021	1.709	0.042	6460	110	0.051	0.089	0.57	0.10	0.526	0.030	-0.765	0.083	
OGLE-SMC-RRLYR-0996	0.562	0.056	0.734	0.021	1.703	0.042	6620	110	0.033	0.089	0.536	0.099	0.495	0.030	-0.736	0.085	
OGLE-SMC-RRLYR-0997	0.718	0.057	0.775	0.022	1.705	0.044	6340	120	0.029	0.091	0.58	0.10	0.555	0.031	-0.825	0.086	
OGLE-SMC-RRLYR-1000	0.580	0.059	0.699	0.021	1.635	0.043	6600	110	0.206	0.090	0.72	0.10	0.499	0.029	-0.566	0.084	
OGLE-SMC-RRLYR-1006	0.620	0.054	0.736	0.020	1.646	0.043	6410	110	0.160	0.091	0.70	0.10	0.540	0.029	-0.676	0.084	
OGLE-SMC-RRLYR-1007	0.664	0.057	0.748	0.021	1.685	0.043	6420	110	0.068	0.090	0.61	0.10	0.537	0.029	-0.759	0.084	
OGLE-SMC-RRLYR-1008	0.704	0.063	0.769	0.025	1.722	0.046	6400	110	-0.017	0.097	0.53	0.11	0.538	0.031	-0.853	0.094	
OGLE-SMC-RRLYR-1013	0.599	0.056	0.727	0.020	1.705	0.043	6670	110	0.061	0.089	0.56	0.10	0.483	0.029	-0.689	0.082	
OGLE-SMC-RRLYR-1017	0.702	0.054	0.767	0.021	1.703	0.043	6360	100	0.061	0.090	0.59	0.10	0.544	0.028	-0.790	0.082	
OGLE-SMC-RRLYR-1026	0.646	0.063	0.736	0.023	1.683	0.045	6500	110	0.088	0.093	0.62	0.10	0.523	0.030	-0.721	0.089	
OGLE-SMC-RRLYR-1027	0.632	0.057	0.738	0.021	1.693	0.044	6540	110	0.096	0.092	0.61	0.10	0.504	0.029	-0.683	0.085	
OGLE-SMC-RRLYR-1029	0.733	0.058	0.770	0.022	1.709	0.045	6350	110	0.039	0.092	0.57	0.11	0.550	0.030	-0.819	0.085	
OGLE-SMC-RRLYR-1034	0.665	0.057	0.774	0.021	1.735	0.043	6430	110	-0.044	0.090	0.504	0.099	0.538	0.030	-0.872	0.087	
OGLE-SMC-RRLYR-1036	0.671	0.059	0.764	0.023	1.707	0.044	6390	110	0.015	0.092	0.56	0.10	0.545	0.031	-0.835	0.092	
OGLE-SMC-RRLYR-1040	0.753	0.058	0.791	0.022	1.731	0.047	6270	100	-0.073	0.097	0.49	0.11	0.566	0.029	-0.947	0.089	
OGLE-SMC-RRLYR-1049	0.665	0.053	0.744	0.020	1.695	0.043	6490	100	0.082	0.090	0.60	0.10	0.520	0.028	-0.730	0.080	
OGLE-SMC-RRLYR-1050	0.672	0.059	0.722	0.022	1.659	0.044	6530	110	0.223	0.092	0.72	0.10	0.508	0.030	-0.578	0.087	
OGLE-SMC-RRLYR-1056	0.667	0.052	0.779	0.020	1.746	0.042	6420	100	-0.074	0.088	0.458	0.099	0.535	0.028	-0.904	0.080	
OGLE-SMC-RRLYR-1069	0.727	0.055	0.766	0.021	1.725	0.043	6450	110	0.030	0.089	0.53	0.10	0.524	0.030	-0.789	0.083	
OGLE-SMC-RRLYR-1073	0.669	0.061	0.744	0.021	1.685	0.043	6480	110	0.103	0.090	0.63	0.10	0.525	0.030	-0.711	0.085	
OGLE-SMC-RRLYR-1079	0.664	0.057	0.749	0.021	1.703	0.043	6490	110	0.059	0.089	0.588	0.099	0.523	0.030	-0.751	0.084	
OGLE-SMC-RRLYR-1088	0.619	0.052	0.748	0.020	1.634	0.044	6280	100	0.181	0.089	0.74	0.10	0.570	0.028	-0.715	0.079	
OGLE-SMC-RRLYR-1091	0.587	0.059	0.723	0.022	1.660	0.044	6520	110	0.140	0.091	0.64	0.10	0.512	0.030	-0.658	0.089	
OGLE-SMC-RRLYR-1106	0.553	0.064	0.679	0.023	1.629	0.045	6760	110	0.248	0.092	0.71	0.10	0.461	0.031	-0.464	0.089	
OGLE-SMC-RRLYR-1111	0.648	0.056	0.750	0.021	1.654	0.046	6260	100	0.096	0.096	0.67	0.11	0.570	0.029	-0.799	0.087	
OGLE-SMC-RRLYR-1120	0.608	0.053	0.786	0.021	1.724	0.044	6310	110	-0.038	0.091	0.51	0.10	0.557	0.030	-0.908	0.083	
OGLE-SMC-RRLYR-1127	0.713	0.052	0.780	0.020	1.683	0.043	6220	100	0.068	0.090	0.66	0.10	0.590	0.029	-0.835	0.080	
OGLE-SMC-RRLYR-1133	0.630	0.063	0.712	0.022	1.677	0.045	6660	110	0.131	0.092	0.62	0.10	0.484	0.030	-0.618	0.088	
OGLE-SMC-RRLYR-1134	0.777	0.062	0.843	0.023	1.835	0.044	6270	110	-0.301	0.094	0.27	0.10	0.572	0.031	-1.188	0.094	
OGLE-SMC-RRLYR-1151	0.574	0.053	0.695	0.020	1.668	0.043	6770	110	0.157	0.090	0.61	0.10	0.458	0.030	-0.553	0.083	
OGLE-SMC-RRLYR-1155	0.683	0.057	0.772	0.022	1.738	0.043	6460	110	-0.049	0.091	0.48	0.10	0.530	0.031	-0.876	0.090	
OGLE-SMC-RRLYR-1159	0.588	0.062	0.721	0.023	1.668	0.044	6580	110	0.131	0.093	0.63	0.10	0.502	0.031	-0.651	0.094	
OGLE-SMC-RRLYR-1163	0.635	0.052	0.786	0.020	1.744	0.043	6370	100	-0.072	0.089	0.46	0.10	0.542	0.029	-0.914	0.080	
OGLE-SMC-RRLYR-1171	0.665	0.055	0.749	0.020	1.720	0.044	6570	100	0.017	0.090	0.52	0.10	0.508	0.029	-0.769	0.082	
OGLE-SMC-RRLYR-1176	0.732	0.056	0.766	0.021	1.729	0.042	6470	110	0.021	0.089	0.537	0.099	0.524	0.029	-0.795	0.083	
OGLE-SMC-RRLYR-1178	0.693	0.053	0.763	0.020	1.651	0.042	6230	110	0.134	0.088	0.71	0.10	0.586	0.030	-0.776	0.080	
OGLE-SMC-RRLYR-1182	0.701	0.055	0.772	0.022	1.693	0.043	6310	110	0.061	0.090	0.62	0.10	0.564	0.029	-0.805	0.084	
OGLE-SMC-RRLYR-1185	0.684	0.062	0.735	0.022	1.685	0.044	6520	110	0.110	0.091	0.63	0.10	0.517	0.030	-0.694	0.089	
OGLE-SMC-RRLYR-1192	0.643	0.055	0.751	0.020	1.676	0.043	6390	100	0.062	0.089	0.62	0.10	0.549	0.029	-0.787	0.081	
OGLE-SMC-RRLYR-1203	0.629	0.057	0.718	0.021	1.651	0.044	6520	110	0.178	0.092	0.70	0.10	0.514	0.030	-0.617	0.084	
OGLE-SMC-RRLYR-1206	0.692	0.053	0.762	0.020	1.697	0.042	6390	110	0.072	0.088	0.605	0.099	0.541	0.029	-0.770	0.081	
OGLE-SMC-RRLYR-1220	0.696	0.054	0.762	0.021	1.710	0.043	6430	110	0.056	0.089	0.57	0.10	0.529	0.029	-0.771	0.082	
OGLE-SMC-RRLYR-1222	0.615	0.057	0.728	0.020	1.680	0.044	6580	100	0.096	0.090	0.60	0.10	0.508	0.029	-0.687	0.082	
OGLE-SMC-RRLYR-1224	0.539	0.057	0.682	0.022	1.641	0.044	6750	110	0.214	0.091	0.68	0.10	0.462	0.031	-0.516	0.086	
OGLE-SMC-RRLYR-1231	0.750	0.060	0.772	0.022	1.762	0.043	6530	110	-0.045	0.090	0.46	0.10	0.512	0.030	-0.842	0.086	
OGLE-SMC-RRLYR-1234	0.601	0.055	0.702	0.021	1.623	0.044	6550	110	0.219	0.092	0.73	0.10	0.505	0.030	-0.565	0.083	
OGLE-SMC-RRLYR-1256	0.631	0.060	0.780	0.022	1.775	0.043	6530	110	-0.137	0.092	0.38	0.10	0.512	0.030	-0.934	0.089	
OGLE-SMC-RRLYR-1263	0.644	0.051	0.779	0.020	1.711	0.044	6310	100	0.008	0.090	0.55	0.10	0.557	0.029	-0.870	0.080	
OGLE-SMC-RRLYR-1272	0.697	0.052	0.765	0.019	1.753	0.042	6560	100	-0.027	0.087	0.484	0.098	0.505	0.028	-0.813	0.078	
OGLE-SMC-RRLYR-1274	0.763	0.051	0.797	0.020	1.708	0.042	6180	100	0.026	0.088	0.622	0.099	0.594	0.028	-0.884	0.079	
OGLE-SMC-RRLYR-1279	0.690	0.053	0.742	0.020	1.693	0.042	6490	100	0.076	0.087	0.617	0.099	0.523	0.029	-0.726	0.079	
OGLE-SMC-RRLYR-1283	0.735	0.058	0.774	0.022	1.709	0.043	6340	110	0.023	0.092	0.58	0.10	0.555	0.030	-0.832	0.087	
OGLE-SMC-RRLYR-1291	0.674	0.063	0.758	0.023	1.734	0.044	6520	110	-0.031	0.092	0.49	0.10	0.519	0.030	-0.835	0.090	
OGLE-SMC-RRLYR-1297	0.618	0.057	0.714	0.021	1.644	0.044	6530	110	0.198	0.092	0.72	0.10	0.513	0.030	-0.604	0.085	
OGLE-SMC-RRLYR-1298	0.674	0.062	0.742	0.022	1.690	0.044	6510	110	0.115	0.091	0.63	0.10	0.517	0.030	-0.692	0.088	
OGLE-SMC-RRLYR-1306	0.682	0.056	0.755	0.022	1.725	0.043	6520	110	0.004	0.090	0.51	0.10	0.503	0.032	-0.778	0.086	
OGLE-SMC-RRLYR-1312	0.582	0.053	0.705	0.020	1.652	0.042	6630	100	0.152	0.088	0.65	0.10	0.492	0.029	-0.605	0.080	
OGLE-SMC-RRLYR-1321	0.663	0.052	0.745	0.020	1.644	0.043	6320	100	0.151	0.089	0.72	0.10	0.572	0.029	-0.730	0.081	
OGLE-SMC-RRLYR-1336	0.636	0.060	0.745	0.022	1.731	0.043	6620	110	-0.000	0.090	0.49	0.10	0.492	0.029	-0.763	0.085	
OGLE-SMC-RRLYR-1364	0.632	0.054	0.780	0.021	1.786	0.042	6580	110	-0.153	0.089	0.363	0.099	0.505	0.030	-0.933	0.084	
OGLE-SMC-RRLYR-1365	0.717	0.061	0.805	0.023	1.784	0.044	6360	110	-0.168	0.093	0.38	0.10	0.549	0.031	-1.025	0.092	
OGLE-SMC-RRLYR-1370	0.702	0.058	0.737	0.021	1.629	0.043	6320	110	0.221	0.090	0.77	0.10	0.563	0.030	-0.659	0.086	
OGLE-SMC-RRLYR-1380	0.618	0.058	0.714	0.022	1.648	0.044	6550	110	0.214	0.092	0.71	0.10	0.505	0.029	-0.573	0.086	
OGLE-SMC-RRLYR-1389	0.582	0.053	0.711	0.020	1.612	0.043	6450	100	0.268	0.089	0.79	0.10	0.525	0.029	-0.549	0.080	
OGLE-SMC-RRLYR-1391	0.652	0.054	0.750	0.021	1.688	0.043	6430	100	0.086	0.089	0.61	0.10	0.530	0.029	-0.738	0.082	
OGLE-SMC-RRLYR-1392	0.683	0.062	0.746	0.024	1.660	0.045	6370	110	0.130	0.095	0.68	0.10	0.557	0.031	-0.735	0.092	
OGLE-SMC-RRLYR-1393	0.725	0.061	0.728	0.022	1.690	0.044	6600	110	0.132	0.090	0.64	0.10	0.501	0.030	-0.648	0.084	
OGLE-SMC-RRLYR-1408	0.739	0.054	0.776	0.021	1.707	0.043	6330	100	0.050	0.089	0.59	0.10	0.557	0.029	-0.811	0.081	
OGLE-SMC-RRLYR-1422	0.581	0.061	0.702	0.021	1.606	0.043	6480	110	0.265	0.090	0.78	0.10	0.524	0.030	-0.550	0.084	
OGLE-SMC-RRLYR-1424	0.606	0.055	0.740	0.020	1.698	0.043	6560	100	0.058	0.088	0.58	0.10	0.506	0.029	-0.721	0.080	
OGLE-SMC-RRLYR-1434	0.650	0.054	0.759	0.020	1.682	0.043	6340	100	0.074	0.089	0.61	0.10	0.551	0.029	-0.786	0.080	
OGLE-SMC-RRLYR-1438	0.590	0.051	0.720	0.019	1.690	0.042	6670	110	0.081	0.087	0.57	0.10	0.487	0.030	-0.676	0.079	
OGLE-SMC-RRLYR-1439	0.748	0.054	0.778	0.021	1.713	0.043	6310	100	0.031	0.089	0.57	0.10	0.560	0.029	-0.841	0.082	
OGLE-SMC-RRLYR-1443	0.672	0.054	0.749	0.021	1.622	0.047	6220	110	0.169	0.097	0.77	0.11	0.595	0.030	-0.748	0.084	
OGLE-SMC-RRLYR-1452	0.654	0.057	0.735	0.021	1.714	0.043	6640	110	0.051	0.090	0.54	0.10	0.489	0.029	-0.705	0.085	
OGLE-SMC-RRLYR-1459	0.709	0.058	0.745	0.021	1.704	0.044	6540	100	0.087	0.090	0.60	0.10	0.513	0.029	-0.712	0.083	
OGLE-SMC-RRLYR-1460	0.689	0.059	0.746	0.022	1.654	0.044	6340	110	0.155	0.092	0.71	0.10	0.558	0.030	-0.713	0.087	
OGLE-SMC-RRLYR-1461	0.667	0.053	0.764	0.021	1.652	0.044	6220	100	0.130	0.090	0.71	0.10	0.585	0.029	-0.775	0.080	
OGLE-SMC-RRLYR-1466	0.582	0.062	0.715	0.023	1.639	0.044	6500	110	0.188	0.092	0.70	0.10	0.518	0.031	-0.619	0.090	
OGLE-SMC-RRLYR-1480	0.683	0.055	0.770	0.022	1.692	0.044	6290	110	0.069	0.092	0.62	0.10	0.562	0.029	-0.812	0.086	
OGLE-SMC-RRLYR-1493	0.693	0.055	0.745	0.021	1.702	0.043	6520	110	0.098	0.089	0.60	0.10	0.511	0.030	-0.700	0.083	
OGLE-SMC-RRLYR-1495	0.607	0.053	0.733	0.020	1.731	0.043	6720	100	8.934	0.089	0.48	0.10	0.475	0.029	-0.739	0.081	
OGLE-SMC-RRLYR-1499	0.641	0.054	0.726	0.021	1.598	0.044	6300	110	0.272	0.091	0.84	0.10	0.571	0.029	-0.612	0.082	
OGLE-SMC-RRLYR-1500	0.750	0.051	0.789	0.019	1.706	0.043	6240	100	0.032	0.089	0.59	0.10	0.574	0.028	-0.864	0.078	
OGLE-SMC-RRLYR-1501	0.651	0.057	0.703	0.021	1.650	0.043	6650	110	0.216	0.089	0.71	0.10	0.489	0.030	-0.538	0.081	
OGLE-SMC-RRLYR-1503	0.624	0.053	0.732	0.020	1.673	0.042	6520	110	0.125	0.089	0.65	0.10	0.517	0.029	-0.680	0.081	
OGLE-SMC-RRLYR-1512	0.659	0.056	0.725	0.021	1.663	0.043	6500	110	0.148	0.090	0.67	0.10	0.520	0.030	-0.664	0.084	
OGLE-SMC-RRLYR-1522	0.684	0.060	0.742	0.021	1.696	0.043	6510	100	0.085	0.090	0.61	0.10	0.519	0.029	-0.713	0.083	
OGLE-SMC-RRLYR-1527	0.586	0.066	0.708	0.023	1.662	0.045	6640	110	0.136	0.094	0.65	0.10	0.491	0.030	-0.610	0.092	
OGLE-SMC-RRLYR-1528	0.699	0.056	0.772	0.020	1.734	0.042	6430	100	-0.027	0.088	0.509	0.099	0.534	0.029	-0.856	0.081	
OGLE-SMC-RRLYR-1531	0.761	0.056	0.780	0.021	1.715	0.043	6300	100	0.013	0.090	0.58	0.10	0.561	0.029	-0.854	0.083	
OGLE-SMC-RRLYR-1541	0.648	0.054	0.760	0.021	1.693	0.042	6380	110	0.054	0.088	0.58	0.10	0.542	0.030	-0.791	0.081	
OGLE-SMC-RRLYR-1550	0.695	0.053	0.756	0.021	1.722	0.043	6510	100	0.036	0.090	0.55	0.10	0.515	0.028	-0.764	0.082	
OGLE-SMC-RRLYR-1568	0.596	0.055	0.710	0.020	1.673	0.043	6660	100	0.140	0.089	0.63	0.10	0.483	0.029	-0.607	0.081	
OGLE-SMC-RRLYR-1570	0.626	0.055	0.724	0.021	1.629	0.043	6430	110	0.147	0.090	0.71	0.10	0.548	0.030	-0.684	0.084	
OGLE-SMC-RRLYR-1577	0.670	0.059	0.744	0.023	1.680	0.045	6430	110	0.096	0.094	0.63	0.10	0.533	0.029	-0.724	0.086	
OGLE-SMC-RRLYR-1579	0.625	0.054	0.724	0.020	1.664	0.044	6520	110	0.137	0.091	0.66	0.10	0.511	0.030	-0.655	0.082	
OGLE-SMC-RRLYR-1583	0.640	0.055	0.717	0.021	1.624	0.043	6430	110	0.255	0.089	0.78	0.10	0.533	0.030	-0.577	0.082	
OGLE-SMC-RRLYR-1584	0.603	0.056	0.713	0.022	1.645	0.046	6550	110	0.147	0.096	0.67	0.11	0.505	0.031	-0.630	0.086	
OGLE-SMC-RRLYR-1585	0.687	0.054	0.774	0.021	1.697	0.043	6270	110	0.016	0.089	0.59	0.10	0.572	0.030	-0.873	0.083	
OGLE-SMC-RRLYR-1587	0.708	0.054	0.775	0.020	1.741	0.042	6430	110	-0.038	0.088	0.497	0.099	0.532	0.029	-0.865	0.081	
OGLE-SMC-RRLYR-1596	0.559	0.058	0.667	0.021	1.549	0.043	6530	110	0.432	0.089	0.94	0.10	0.512	0.029	-0.364	0.083	
OGLE-SMC-RRLYR-1599	0.652	0.061	0.750	0.021	1.725	0.044	6560	110	-0.017	0.091	0.50	0.10	0.512	0.030	-0.807	0.086	
OGLE-SMC-RRLYR-1602	0.650	0.057	0.735	0.021	1.672	0.043	6470	110	0.100	0.090	0.64	0.10	0.529	0.030	-0.717	0.083	
OGLE-SMC-RRLYR-1603	0.688	0.061	0.753	0.021	1.747	0.044	6640	110	-0.005	0.091	0.49	0.10	0.491	0.029	-0.765	0.085	
OGLE-SMC-RRLYR-1607	0.653	0.060	0.747	0.021	1.685	0.044	6440	110	0.081	0.090	0.63	0.10	0.536	0.029	-0.734	0.084	
OGLE-SMC-RRLYR-1608	0.642	0.061	0.708	0.022	1.629	0.045	6530	110	0.224	0.092	0.74	0.10	0.518	0.031	-0.580	0.088	
OGLE-SMC-RRLYR-1611	0.695	0.051	0.759	0.020	1.688	0.042	6380	100	0.084	0.087	0.627	0.099	0.547	0.029	-0.761	0.079	
OGLE-SMC-RRLYR-1612	0.742	0.056	0.773	0.021	1.731	0.043	6420	100	0.000	0.089	0.53	0.10	0.540	0.029	-0.828	0.082	
OGLE-SMC-RRLYR-1631	0.647	0.058	0.752	0.022	1.735	0.044	6570	110	-0.017	0.091	0.49	0.10	0.503	0.029	-0.795	0.085	
OGLE-SMC-RRLYR-1632	0.613	0.056	0.725	0.022	1.666	0.044	6530	110	0.122	0.093	0.64	0.10	0.510	0.030	-0.669	0.085	
OGLE-SMC-RRLYR-1638	0.553	0.054	0.659	0.021	1.614	0.045	6850	110	0.267	0.094	0.69	0.11	0.414	0.030	-0.387	0.083	
OGLE-SMC-RRLYR-1642	0.618	0.054	0.749	0.022	1.696	0.044	6470	100	0.062	0.091	0.57	0.10	0.520	0.029	-0.750	0.084	
OGLE-SMC-RRLYR-1650	0.760	0.057	0.773	0.021	1.737	0.043	6450	110	0.011	0.089	0.53	0.10	0.531	0.030	-0.814	0.083	
OGLE-SMC-RRLYR-1667	0.772	0.054	0.752	0.020	1.652	0.043	6310	110	0.189	0.089	0.75	0.10	0.568	0.030	-0.696	0.082	
OGLE-SMC-RRLYR-1675	0.635	0.060	0.737	0.022	1.697	0.044	6560	110	0.071	0.090	0.59	0.10	0.507	0.031	-0.722	0.087	
OGLE-SMC-RRLYR-1684	0.672	0.056	0.746	0.021	1.684	0.044	6440	110	0.103	0.091	0.62	0.10	0.526	0.029	-0.720	0.084	
OGLE-SMC-RRLYR-1719	0.735	0.067	0.759	0.023	1.708	0.045	6420	110	0.049	0.094	0.59	0.10	0.539	0.030	-0.789	0.091	
OGLE-SMC-RRLYR-1730	0.559	0.056	0.712	0.022	1.645	0.046	6580	110	0.173	0.096	0.66	0.11	0.493	0.031	-0.588	0.084	
OGLE-SMC-RRLYR-1731	0.719	0.056	0.802	0.021	1.768	0.045	6340	100	-0.126	0.093	0.41	0.10	0.550	0.029	-0.988	0.085	
OGLE-SMC-RRLYR-1733	0.664	0.057	0.750	0.021	1.663	0.042	6340	110	0.113	0.088	0.67	0.10	0.556	0.031	-0.754	0.082	
