ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-LMC-RRLYR-09938	0.554	0.052	0.689	0.019	1.665	0.042	6820	100	0.170	0.088	0.633	0.099	0.450	0.028	-0.526	0.079	
OGLE-LMC-RRLYR-09939	0.735	0.051	0.766	0.019	1.721	0.042	6420	100	0.019	0.087	0.562	0.099	0.540	0.028	-0.825	0.078	
OGLE-LMC-RRLYR-09940	0.737	0.053	0.743	0.020	1.704	0.042	6540	100	0.096	0.088	0.60	0.10	0.512	0.029	-0.708	0.079	
OGLE-LMC-RRLYR-09942	0.619	0.051	0.695	0.019	1.624	0.042	6610	100	0.286	0.088	0.77	0.10	0.490	0.028	-0.477	0.079	
OGLE-LMC-RRLYR-09945	0.685	0.051	0.751	0.019	1.672	0.042	6370	100	0.119	0.087	0.662	0.099	0.550	0.028	-0.737	0.078	
OGLE-LMC-RRLYR-09947	0.647	0.051	0.710	0.019	1.606	0.042	6420	100	0.278	0.087	0.826	0.099	0.544	0.028	-0.562	0.078	
OGLE-LMC-RRLYR-09948	0.635	0.050	0.758	0.019	1.744	0.042	6580	100	-0.045	0.087	0.456	0.098	0.502	0.028	-0.825	0.078	
OGLE-LMC-RRLYR-09949	0.689	0.050	0.803	0.019	1.816	0.042	6510	100	-0.225	0.087	0.306	0.098	0.523	0.028	-1.036	0.078	
OGLE-LMC-RRLYR-09956	0.654	0.051	0.737	0.019	1.689	0.042	6540	100	0.123	0.088	0.62	0.10	0.500	0.028	-0.656	0.078	
OGLE-LMC-RRLYR-09959	0.623	0.050	0.756	0.019	1.756	0.042	6650	100	-0.063	0.087	0.435	0.098	0.488	0.028	-0.821	0.078	
OGLE-LMC-RRLYR-09960	0.765	0.050	0.789	0.019	1.725	0.042	6270	100	0.017	0.088	0.56	0.10	0.558	0.028	-0.864	0.077	
OGLE-LMC-RRLYR-09961	0.677	0.051	0.746	0.019	1.678	0.042	6410	100	0.106	0.087	0.641	0.099	0.539	0.028	-0.734	0.078	
OGLE-LMC-RRLYR-09963	0.624	0.050	0.779	0.019	1.732	0.042	6390	100	-0.051	0.087	0.478	0.099	0.534	0.028	-0.890	0.077	
OGLE-LMC-RRLYR-09964	0.664	0.050	0.737	0.019	1.668	0.042	6450	100	0.144	0.087	0.663	0.098	0.528	0.028	-0.681	0.077	
OGLE-LMC-RRLYR-09968	0.618	0.050	0.718	0.019	1.681	0.042	6640	100	0.128	0.087	0.617	0.098	0.486	0.028	-0.630	0.078	
OGLE-LMC-RRLYR-09969	0.680	0.050	0.724	0.019	1.616	0.042	6350	100	0.232	0.087	0.803	0.099	0.562	0.028	-0.635	0.078	
OGLE-LMC-RRLYR-09972	0.686	0.050	0.766	0.019	1.696	0.042	6361	99	0.058	0.088	0.59	0.10	0.541	0.028	-0.788	0.077	
OGLE-LMC-RRLYR-09976	0.730	0.051	0.781	0.019	1.745	0.042	6400	100	-0.049	0.088	0.485	0.099	0.541	0.028	-0.890	0.079	
OGLE-LMC-RRLYR-09978	0.698	0.050	0.769	0.019	1.693	0.042	6320	100	0.052	0.087	0.610	0.099	0.558	0.028	-0.811	0.078	
OGLE-LMC-RRLYR-09983	0.545	0.051	0.706	0.019	1.719	0.042	6880	100	0.033	0.088	0.450	0.099	0.415	0.028	-0.614	0.078	
OGLE-LMC-RRLYR-09987	0.627	0.051	0.719	0.019	1.655	0.042	6540	100	0.168	0.087	0.686	0.099	0.511	0.028	-0.625	0.078	
OGLE-LMC-RRLYR-09988	0.620	0.055	0.762	0.021	1.756	0.043	6600	110	-0.078	0.089	0.42	0.10	0.500	0.030	-0.855	0.084	
OGLE-LMC-RRLYR-09989	0.589	0.049	0.748	0.019	1.760	0.041	6720	100	-0.073	0.087	0.408	0.098	0.475	0.028	-0.809	0.077	
OGLE-LMC-RRLYR-09992	0.709	0.051	0.785	0.019	1.789	0.042	6540	100	-0.134	0.087	0.395	0.098	0.515	0.028	-0.935	0.078	
OGLE-LMC-RRLYR-09995	0.587	0.050	0.757	0.019	1.649	0.042	6270	100	0.113	0.088	0.68	0.10	0.570	0.029	-0.773	0.077	
OGLE-LMC-RRLYR-09998	0.715	0.054	0.758	0.020	1.707	0.043	6440	100	0.053	0.088	0.57	0.10	0.533	0.029	-0.780	0.080	
OGLE-LMC-RRLYR-09999	0.657	0.051	0.738	0.019	1.699	0.042	6570	100	0.078	0.087	0.592	0.098	0.505	0.028	-0.705	0.077	
OGLE-LMC-RRLYR-10000	0.602	0.050	0.831	0.019	1.863	0.042	6460	100	-0.394	0.088	0.11	0.10	0.509	0.028	-1.179	0.078	
OGLE-LMC-RRLYR-10002	0.665	0.051	0.745	0.019	1.727	0.042	6620	100	0.013	0.087	0.513	0.098	0.494	0.028	-0.755	0.078	
OGLE-LMC-RRLYR-10003	0.557	0.050	0.658	0.019	1.575	0.042	6690	100	0.341	0.088	0.81	0.10	0.469	0.029	-0.386	0.077	
OGLE-LMC-RRLYR-10004	0.645	0.051	0.699	0.019	1.646	0.042	6660	100	0.210	0.087	0.717	0.099	0.488	0.028	-0.550	0.078	
OGLE-LMC-RRLYR-10005	0.582	0.052	0.707	0.020	1.655	0.042	6640	100	0.178	0.088	0.672	0.099	0.489	0.028	-0.583	0.079	
OGLE-LMC-RRLYR-10007	0.648	0.058	0.741	0.021	1.693	0.045	6510	100	0.080	0.093	0.58	0.11	0.514	0.029	-0.717	0.085	
OGLE-LMC-RRLYR-10018	0.688	0.050	0.757	0.019	1.684	0.042	6370	100	0.102	0.087	0.640	0.099	0.545	0.028	-0.747	0.077	
OGLE-LMC-RRLYR-10019	0.757	0.051	0.818	0.019	1.823	0.042	6420	100	-0.236	0.087	0.308	0.098	0.540	0.028	-1.078	0.079	
OGLE-LMC-RRLYR-10020	0.753	0.050	0.771	0.019	1.692	0.042	6290	100	0.096	0.087	0.643	0.099	0.562	0.028	-0.786	0.078	
OGLE-LMC-RRLYR-10021	0.643	0.057	0.727	0.022	1.664	0.043	6500	110	0.165	0.090	0.68	0.10	0.518	0.031	-0.648	0.086	
OGLE-LMC-RRLYR-10026	0.620	0.052	0.709	0.020	1.672	0.042	6690	100	0.147	0.087	0.635	0.099	0.480	0.028	-0.597	0.079	
OGLE-LMC-RRLYR-10027	0.584	0.051	0.718	0.019	1.712	0.042	6780	100	0.055	0.087	0.520	0.099	0.459	0.028	-0.655	0.078	
OGLE-LMC-RRLYR-10029	0.651	0.052	0.721	0.019	1.694	0.042	6670	100	0.110	0.087	0.608	0.099	0.483	0.028	-0.640	0.078	
OGLE-LMC-RRLYR-10031	0.631	0.050	0.746	0.019	1.663	0.042	6390	100	0.126	0.088	0.65	0.10	0.537	0.028	-0.711	0.078	
OGLE-LMC-RRLYR-10032	0.602	0.051	0.723	0.019	1.705	0.042	6710	100	0.067	0.087	0.555	0.098	0.476	0.028	-0.668	0.079	
OGLE-LMC-RRLYR-10035	0.561	0.050	0.691	0.019	1.654	0.042	6760	100	0.191	0.087	0.666	0.098	0.461	0.028	-0.528	0.077	
OGLE-LMC-RRLYR-10039	0.551	0.052	0.693	0.020	1.679	0.042	6830	100	0.146	0.088	0.609	0.099	0.446	0.028	-0.545	0.079	
OGLE-LMC-RRLYR-10044	0.746	0.050	0.751	0.019	1.717	0.042	6540	100	0.033	0.088	0.52	0.10	0.485	0.028	-0.715	0.078	
OGLE-LMC-RRLYR-10045	0.645	0.051	0.750	0.019	1.701	0.042	6470	100	0.043	0.088	0.57	0.10	0.527	0.028	-0.773	0.078	
OGLE-LMC-RRLYR-10046	0.655	0.051	0.721	0.019	1.638	0.042	6460	100	0.218	0.088	0.746	0.099	0.530	0.028	-0.605	0.079	
OGLE-LMC-RRLYR-10047	0.604	0.052	0.709	0.019	1.696	0.042	6780	100	0.111	0.088	0.581	0.099	0.459	0.028	-0.598	0.079	
OGLE-LMC-RRLYR-10048	0.652	0.051	0.748	0.020	1.650	0.043	6320	100	0.154	0.089	0.69	0.10	0.558	0.029	-0.714	0.079	
OGLE-LMC-RRLYR-10051	0.776	0.050	0.790	0.019	1.691	0.042	6180	99	0.059	0.087	0.642	0.098	0.590	0.028	-0.870	0.077	
OGLE-LMC-RRLYR-10055	0.635	0.050	0.792	0.019	1.737	0.042	6320	100	-0.069	0.088	0.47	0.10	0.552	0.028	-0.934	0.077	
OGLE-LMC-RRLYR-10057	0.533	0.050	0.700	0.019	1.720	0.042	6930	100	0.066	0.087	0.490	0.098	0.419	0.028	-0.588	0.077	
OGLE-LMC-RRLYR-10061	0.636	0.050	0.734	0.019	1.666	0.042	6460	100	0.130	0.087	0.659	0.099	0.528	0.028	-0.695	0.077	
OGLE-LMC-RRLYR-10062	0.678	0.051	0.738	0.019	1.718	0.042	6630	100	0.079	0.087	0.572	0.099	0.487	0.028	-0.676	0.078	
OGLE-LMC-RRLYR-10067	0.585	0.051	0.728	0.019	1.678	0.042	6560	100	0.098	0.088	0.602	0.099	0.505	0.028	-0.684	0.078	
OGLE-LMC-RRLYR-10070	0.610	0.050	0.733	0.019	1.622	0.042	6340	100	0.208	0.089	0.75	0.10	0.550	0.028	-0.652	0.077	
OGLE-LMC-RRLYR-10071	0.699	0.051	0.753	0.019	1.695	0.042	6430	100	0.078	0.087	0.610	0.099	0.536	0.028	-0.759	0.078	
OGLE-LMC-RRLYR-10074	0.622	0.050	0.773	0.019	1.770	0.042	6560	100	-0.119	0.087	0.390	0.099	0.507	0.028	-0.903	0.078	
OGLE-LMC-RRLYR-10075	0.589	0.051	0.697	0.019	1.646	0.042	6680	100	0.196	0.087	0.692	0.099	0.484	0.028	-0.554	0.078	
OGLE-LMC-RRLYR-10077	0.659	0.050	0.748	0.019	1.594	0.042	6142	99	0.264	0.087	0.864	0.099	0.609	0.028	-0.681	0.077	
OGLE-LMC-RRLYR-10081	0.614	0.052	0.741	0.019	1.748	0.042	6730	100	-0.025	0.088	0.452	0.099	0.471	0.028	-0.754	0.079	
OGLE-LMC-RRLYR-10088	0.665	0.050	0.742	0.019	1.679	0.042	6450	100	0.120	0.087	0.635	0.098	0.526	0.028	-0.703	0.078	
OGLE-LMC-RRLYR-10089	0.671	0.051	0.737	0.019	1.701	0.042	6586	99	0.072	0.087	0.591	0.099	0.507	0.028	-0.715	0.078	
OGLE-LMC-RRLYR-10090	0.630	0.050	0.747	0.019	1.647	0.042	6330	100	0.149	0.088	0.69	0.10	0.556	0.028	-0.719	0.077	
OGLE-LMC-RRLYR-10096	0.761	0.053	0.829	0.020	1.838	0.042	6390	100	-0.277	0.088	0.266	0.099	0.543	0.029	-1.122	0.081	
OGLE-LMC-RRLYR-10099	0.595	0.056	0.712	0.021	1.696	0.042	6770	110	0.093	0.089	0.572	0.099	0.466	0.030	-0.629	0.084	
OGLE-LMC-RRLYR-10102	0.668	0.051	0.752	0.019	1.698	0.042	6450	100	0.072	0.087	0.590	0.099	0.526	0.028	-0.747	0.078	
OGLE-LMC-RRLYR-10116	0.654	0.051	0.733	0.019	1.680	0.042	6530	100	0.130	0.087	0.639	0.098	0.512	0.028	-0.668	0.078	
OGLE-LMC-RRLYR-10118	0.720	0.050	0.753	0.019	1.700	0.042	6440	100	0.080	0.087	0.616	0.099	0.533	0.028	-0.753	0.078	
OGLE-LMC-RRLYR-10121	0.618	0.052	0.736	0.019	1.730	0.042	6690	100	0.003	0.087	0.485	0.098	0.475	0.028	-0.737	0.078	
OGLE-LMC-RRLYR-10123	0.599	0.050	0.708	0.019	1.659	0.042	6650	100	0.159	0.087	0.656	0.098	0.488	0.028	-0.596	0.077	
OGLE-LMC-RRLYR-10133	0.642	0.050	0.723	0.019	1.678	0.042	6600	100	0.132	0.087	0.634	0.099	0.498	0.028	-0.644	0.077	
OGLE-LMC-RRLYR-10134	0.716	0.050	0.770	0.019	1.684	0.042	6270	100	0.083	0.088	0.64	0.10	0.569	0.028	-0.800	0.078	
OGLE-LMC-RRLYR-10136	0.679	0.051	0.803	0.019	1.820	0.042	6530	100	-0.233	0.087	0.293	0.098	0.517	0.028	-1.035	0.078	
OGLE-LMC-RRLYR-10138	0.594	0.050	0.740	0.019	1.753	0.042	6760	100	-0.042	0.087	0.435	0.098	0.467	0.028	-0.764	0.078	
OGLE-LMC-RRLYR-10139	0.619	0.051	0.814	0.020	1.817	0.043	6430	110	-0.256	0.090	0.26	0.10	0.518	0.030	-1.064	0.079	
OGLE-LMC-RRLYR-10144	0.744	0.050	0.785	0.019	1.701	0.042	6240	100	0.043	0.088	0.60	0.10	0.572	0.028	-0.852	0.077	
OGLE-LMC-RRLYR-10147	0.632	0.051	0.749	0.019	1.701	0.042	6490	100	0.041	0.088	0.559	0.099	0.521	0.028	-0.767	0.079	
OGLE-LMC-RRLYR-10150	0.649	0.052	0.716	0.019	1.683	0.042	6660	100	0.128	0.087	0.629	0.099	0.486	0.028	-0.626	0.079	
OGLE-LMC-RRLYR-10151	0.674	0.051	0.752	0.019	1.688	0.042	6410	100	0.080	0.088	0.607	0.099	0.537	0.028	-0.755	0.078	
OGLE-LMC-RRLYR-10158	0.669	0.050	0.766	0.019	1.698	0.042	6350	100	0.047	0.087	0.593	0.099	0.550	0.028	-0.813	0.077	
OGLE-LMC-RRLYR-10169	0.550	0.051	0.688	0.019	1.671	0.042	6840	100	0.169	0.087	0.620	0.099	0.447	0.028	-0.522	0.079	
OGLE-LMC-RRLYR-10173	0.622	0.051	0.696	0.019	1.644	0.042	6670	100	0.215	0.087	0.716	0.098	0.483	0.028	-0.537	0.078	
OGLE-LMC-RRLYR-10174	0.704	0.059	0.784	0.023	1.775	0.043	6500	110	-0.103	0.091	0.41	0.10	0.520	0.031	-0.913	0.089	
OGLE-LMC-RRLYR-10177	0.662	0.052	0.713	0.020	1.684	0.042	6700	100	0.138	0.088	0.626	0.099	0.478	0.028	-0.607	0.079	
OGLE-LMC-RRLYR-10179	0.600	0.069	0.699	0.023	1.611	0.048	6530	110	0.253	0.098	0.77	0.11	0.517	0.030	-0.541	0.093	
OGLE-LMC-RRLYR-10182	0.606	0.051	0.705	0.019	1.652	0.042	6640	100	0.184	0.087	0.686	0.099	0.491	0.028	-0.579	0.077	
OGLE-LMC-RRLYR-10185	0.550	0.051	0.686	0.019	1.658	0.042	6820	100	0.188	0.087	0.649	0.098	0.450	0.028	-0.509	0.078	
OGLE-LMC-RRLYR-10188	0.584	0.050	0.716	0.019	1.681	0.042	6660	100	0.111	0.087	0.612	0.098	0.485	0.028	-0.643	0.077	
OGLE-LMC-RRLYR-10189	0.631	0.051	0.729	0.019	1.691	0.042	6610	100	0.104	0.087	0.603	0.098	0.496	0.028	-0.666	0.078	
OGLE-LMC-RRLYR-10191	0.577	0.052	0.729	0.020	1.669	0.042	6520	100	0.113	0.088	0.626	0.099	0.513	0.028	-0.681	0.079	
OGLE-LMC-RRLYR-10193	0.678	0.053	0.721	0.020	1.666	0.042	6580	100	0.179	0.087	0.690	0.099	0.505	0.028	-0.605	0.079	
OGLE-LMC-RRLYR-10194	0.658	0.051	0.711	0.019	1.614	0.043	6480	100	0.260	0.091	0.77	0.10	0.513	0.028	-0.542	0.079	
OGLE-LMC-RRLYR-10195	0.700	0.052	0.746	0.019	1.716	0.042	6570	100	0.060	0.087	0.576	0.098	0.507	0.028	-0.726	0.078	
OGLE-LMC-RRLYR-10199	0.714	0.051	0.766	0.019	1.680	0.042	6290	100	0.096	0.087	0.648	0.099	0.563	0.029	-0.781	0.078	
OGLE-LMC-RRLYR-10202	0.680	0.051	0.785	0.019	1.774	0.042	6480	100	-0.125	0.087	0.402	0.099	0.525	0.028	-0.941	0.078	
OGLE-LMC-RRLYR-10203	0.652	0.051	0.755	0.019	1.743	0.042	6590	100	-0.034	0.087	0.467	0.098	0.499	0.028	-0.808	0.078	
OGLE-LMC-RRLYR-10205	0.601	0.050	0.724	0.019	1.609	0.043	6360	100	0.229	0.089	0.77	0.10	0.545	0.028	-0.620	0.078	
OGLE-LMC-RRLYR-10208	0.631	0.051	0.733	0.019	1.687	0.042	6560	100	0.110	0.087	0.610	0.098	0.503	0.028	-0.672	0.078	
OGLE-LMC-RRLYR-10209	0.588	0.051	0.714	0.019	1.632	0.042	6510	100	0.187	0.089	0.71	0.10	0.519	0.028	-0.613	0.079	
OGLE-LMC-RRLYR-10211	0.515	0.061	0.693	0.023	1.664	0.044	6780	110	0.162	0.091	0.63	0.10	0.456	0.030	-0.544	0.087	
OGLE-LMC-RRLYR-10220	0.630	0.050	0.758	0.019	1.751	0.041	6610	100	-0.048	0.087	0.453	0.098	0.494	0.028	-0.816	0.077	
OGLE-LMC-RRLYR-10222	0.554	0.052	0.703	0.019	1.643	0.042	6630	100	0.205	0.088	0.701	0.099	0.490	0.028	-0.551	0.078	
OGLE-LMC-RRLYR-10232	0.703	0.050	0.757	0.019	1.634	0.042	6199	99	0.191	0.087	0.769	0.099	0.585	0.028	-0.737	0.077	
OGLE-LMC-RRLYR-10234	0.611	0.052	0.734	0.020	1.711	0.042	6640	100	0.043	0.088	0.526	0.099	0.484	0.029	-0.714	0.079	
OGLE-LMC-RRLYR-10235	0.721	0.050	0.806	0.019	1.743	0.042	6240	100	-0.080	0.087	0.487	0.099	0.574	0.028	-0.974	0.077	
OGLE-LMC-RRLYR-10236	0.748	0.050	0.784	0.019	1.695	0.042	6222	99	0.058	0.087	0.626	0.099	0.578	0.028	-0.848	0.077	
OGLE-LMC-RRLYR-10237	0.647	0.051	0.745	0.019	1.652	0.042	6340	100	0.159	0.088	0.69	0.10	0.553	0.028	-0.705	0.078	
OGLE-LMC-RRLYR-10241	0.669	0.051	0.780	0.019	1.780	0.042	6550	100	-0.135	0.087	0.380	0.099	0.512	0.028	-0.932	0.079	
OGLE-LMC-RRLYR-10242	0.698	0.050	0.754	0.019	1.691	0.042	6410	100	0.082	0.087	0.618	0.098	0.541	0.028	-0.760	0.077	
OGLE-LMC-RRLYR-10244	0.673	0.050	0.747	0.019	1.669	0.042	6380	100	0.128	0.087	0.661	0.099	0.543	0.028	-0.718	0.077	
OGLE-LMC-RRLYR-10245	0.594	0.050	0.698	0.019	1.646	0.042	6670	100	0.206	0.087	0.696	0.098	0.482	0.028	-0.541	0.077	
OGLE-LMC-RRLYR-10249	0.626	0.051	0.721	0.019	1.668	0.042	6580	100	0.137	0.087	0.645	0.099	0.505	0.028	-0.646	0.078	
OGLE-LMC-RRLYR-10250	0.548	0.051	0.694	0.019	1.669	0.042	6790	100	0.168	0.087	0.628	0.098	0.450	0.028	-0.533	0.078	
OGLE-LMC-RRLYR-10251	0.602	0.050	0.697	0.019	1.647	0.042	6680	100	0.227	0.087	0.712	0.098	0.478	0.028	-0.513	0.077	
OGLE-LMC-RRLYR-10254	0.742	0.051	0.771	0.020	1.707	0.043	6340	100	0.052	0.089	0.58	0.10	0.548	0.028	-0.803	0.079	
OGLE-LMC-RRLYR-10259	0.611	0.051	0.697	0.019	1.650	0.042	6700	100	0.214	0.087	0.698	0.099	0.476	0.028	-0.527	0.078	
OGLE-LMC-RRLYR-10262	0.641	0.051	0.749	0.020	1.683	0.044	6460	110	0.095	0.091	0.60	0.11	0.513	0.030	-0.704	0.079	
OGLE-LMC-RRLYR-10273	0.529	0.050	0.693	0.019	1.627	0.042	6650	100	0.216	0.087	0.710	0.099	0.487	0.029	-0.538	0.078	
OGLE-LMC-RRLYR-10277	0.592	0.050	0.703	0.019	1.665	0.042	6710	100	0.159	0.087	0.641	0.098	0.474	0.028	-0.577	0.077	
OGLE-LMC-RRLYR-10278	0.701	0.050	0.757	0.019	1.660	0.042	6300	100	0.135	0.087	0.702	0.099	0.571	0.028	-0.742	0.078	
OGLE-LMC-RRLYR-10280	0.579	0.050	0.667	0.019	1.536	0.042	6480	100	0.451	0.087	0.965	0.099	0.522	0.028	-0.364	0.078	
OGLE-LMC-RRLYR-10282	0.640	0.051	0.732	0.019	1.658	0.042	6450	100	0.145	0.087	0.675	0.099	0.532	0.028	-0.684	0.078	
OGLE-LMC-RRLYR-10284	0.593	0.050	0.719	0.019	1.576	0.042	6270	100	0.311	0.088	0.87	0.10	0.572	0.028	-0.587	0.077	
OGLE-LMC-RRLYR-10285	0.599	0.050	0.744	0.019	1.660	0.044	6410	100	0.113	0.091	0.64	0.11	0.531	0.030	-0.711	0.078	
OGLE-LMC-RRLYR-10286	0.584	0.052	0.687	0.020	1.649	0.042	6770	100	0.232	0.088	0.697	0.099	0.457	0.029	-0.475	0.080	
OGLE-LMC-RRLYR-10287	0.585	0.050	0.735	0.019	1.731	0.042	6720	100	-0.009	0.087	0.472	0.098	0.476	0.029	-0.750	0.078	
OGLE-LMC-RRLYR-10293	0.619	0.050	0.725	0.019	1.692	0.042	6640	100	0.089	0.087	0.585	0.098	0.489	0.028	-0.671	0.078	
OGLE-LMC-RRLYR-10294	0.662	0.050	0.754	0.019	1.718	0.042	6510	100	0.011	0.087	0.529	0.099	0.520	0.028	-0.797	0.078	
OGLE-LMC-RRLYR-10295	0.626	0.051	0.698	0.019	1.595	0.042	6480	100	0.317	0.088	0.84	0.10	0.524	0.028	-0.497	0.078	
OGLE-LMC-RRLYR-10298	0.604	0.050	0.731	0.019	1.628	0.042	6393	99	0.205	0.088	0.73	0.10	0.534	0.028	-0.630	0.077	
OGLE-LMC-RRLYR-10299	0.628	0.050	0.725	0.019	1.705	0.042	6690	100	0.081	0.087	0.569	0.099	0.478	0.028	-0.662	0.078	
OGLE-LMC-RRLYR-10301	0.635	0.053	0.757	0.020	1.749	0.042	6600	100	-0.044	0.088	0.456	0.099	0.496	0.029	-0.817	0.082	
OGLE-LMC-RRLYR-10302	0.601	0.050	0.809	0.020	1.807	0.042	6430	100	-0.242	0.088	0.287	0.099	0.530	0.028	-1.061	0.079	
OGLE-LMC-RRLYR-10303	0.738	0.054	0.777	0.021	1.692	0.043	6260	100	0.073	0.089	0.64	0.10	0.574	0.029	-0.817	0.081	
OGLE-LMC-RRLYR-10304	0.689	0.051	0.746	0.019	1.702	0.042	6520	100	0.055	0.087	0.577	0.099	0.520	0.028	-0.754	0.078	
OGLE-LMC-RRLYR-10306	0.737	0.050	0.778	0.019	1.716	0.042	6330	100	0.030	0.087	0.569	0.099	0.552	0.028	-0.829	0.077	
OGLE-LMC-RRLYR-10307	0.659	0.051	0.734	0.019	1.660	0.042	6440	100	0.159	0.087	0.683	0.099	0.531	0.028	-0.672	0.078	
OGLE-LMC-RRLYR-10311	0.628	0.050	0.767	0.019	1.680	0.042	6290	99	0.058	0.087	0.619	0.099	0.564	0.028	-0.821	0.077	
OGLE-LMC-RRLYR-10320	0.649	0.050	0.733	0.019	1.702	0.042	6620	100	0.068	0.087	0.570	0.099	0.496	0.028	-0.704	0.078	
OGLE-LMC-RRLYR-10322	0.641	0.050	0.718	0.019	1.672	0.042	6610	100	0.139	0.087	0.640	0.099	0.497	0.028	-0.636	0.078	
OGLE-LMC-RRLYR-10327	0.590	0.050	0.701	0.019	1.651	0.042	6670	100	0.208	0.087	0.697	0.098	0.481	0.028	-0.535	0.077	
OGLE-LMC-RRLYR-10330	0.636	0.052	0.729	0.019	1.711	0.042	6690	100	0.063	0.088	0.557	0.099	0.484	0.028	-0.683	0.080	
OGLE-LMC-RRLYR-10331	0.666	0.052	0.745	0.020	1.696	0.042	6490	100	0.078	0.088	0.58	0.10	0.519	0.028	-0.731	0.079	
OGLE-LMC-RRLYR-10334	0.669	0.051	0.747	0.020	1.662	0.042	6350	100	0.143	0.088	0.679	0.099	0.549	0.029	-0.717	0.079	
OGLE-LMC-RRLYR-10337	0.642	0.049	0.738	0.019	1.631	0.042	6349	99	0.205	0.087	0.750	0.099	0.553	0.028	-0.663	0.077	
OGLE-LMC-RRLYR-10338	0.673	0.051	0.738	0.019	1.671	0.042	6450	100	0.141	0.087	0.660	0.099	0.527	0.028	-0.681	0.078	
OGLE-LMC-RRLYR-10343	0.636	0.052	0.735	0.020	1.728	0.042	6700	100	0.024	0.088	0.506	0.099	0.475	0.028	-0.711	0.080	
OGLE-LMC-RRLYR-10345	0.652	0.050	0.725	0.019	1.668	0.042	6550	100	0.174	0.088	0.674	0.099	0.503	0.028	-0.609	0.078	
OGLE-LMC-RRLYR-10353	0.606	0.050	0.783	0.019	1.767	0.043	6490	100	-0.135	0.090	0.37	0.10	0.505	0.029	-0.920	0.078	
OGLE-LMC-RRLYR-10355	0.699	0.051	0.763	0.020	1.697	0.042	6350	100	0.040	0.088	0.60	0.10	0.554	0.029	-0.819	0.079	
OGLE-LMC-RRLYR-10357	0.692	0.050	0.804	0.019	1.764	0.042	6320	100	-0.116	0.087	0.432	0.099	0.555	0.028	-0.982	0.077	
OGLE-LMC-RRLYR-10360	0.590	0.050	0.731	0.019	1.604	0.042	6300	100	0.243	0.088	0.80	0.10	0.569	0.028	-0.648	0.077	
OGLE-LMC-RRLYR-10361	0.694	0.050	0.722	0.020	1.612	0.042	6350	100	0.282	0.088	0.81	0.10	0.546	0.028	-0.574	0.080	
OGLE-LMC-RRLYR-10363	0.623	0.051	0.728	0.019	1.662	0.042	6500	100	0.151	0.087	0.664	0.099	0.518	0.028	-0.657	0.078	
OGLE-LMC-RRLYR-10366	0.714	0.052	0.751	0.020	1.679	0.042	6390	100	0.117	0.087	0.655	0.099	0.546	0.028	-0.735	0.078	
OGLE-LMC-RRLYR-10367	0.719	0.051	0.758	0.019	1.698	0.042	6400	100	0.071	0.087	0.604	0.099	0.540	0.028	-0.771	0.078	
OGLE-LMC-RRLYR-10370	0.722	0.050	0.760	0.019	1.671	0.042	6299	99	0.120	0.087	0.673	0.099	0.559	0.028	-0.755	0.077	
OGLE-LMC-RRLYR-10371	0.587	0.050	0.725	0.019	1.715	0.042	6730	100	0.039	0.087	0.508	0.099	0.468	0.028	-0.687	0.077	
OGLE-LMC-RRLYR-10376	0.563	0.049	0.698	0.019	1.659	0.042	6730	100	0.167	0.087	0.647	0.098	0.470	0.028	-0.563	0.077	
OGLE-LMC-RRLYR-10379	0.614	0.050	0.722	0.019	1.692	0.042	6660	100	0.092	0.087	0.586	0.098	0.485	0.028	-0.658	0.078	
OGLE-LMC-RRLYR-10380	0.656	0.058	0.704	0.021	1.682	0.043	6750	110	0.139	0.090	0.61	0.10	0.465	0.029	-0.586	0.085	
OGLE-LMC-RRLYR-10382	0.729	0.050	0.801	0.019	1.743	0.042	6260	100	-0.061	0.088	0.49	0.10	0.566	0.028	-0.948	0.077	
OGLE-LMC-RRLYR-10383	0.619	0.051	0.745	0.019	1.680	0.042	6440	100	0.086	0.087	0.608	0.099	0.530	0.028	-0.737	0.078	
OGLE-LMC-RRLYR-10384	0.600	0.051	0.706	0.019	1.691	0.042	6790	100	0.129	0.087	0.596	0.098	0.459	0.028	-0.582	0.078	
OGLE-LMC-RRLYR-10388	0.616	0.052	0.690	0.019	1.637	0.042	6700	100	0.229	0.088	0.719	0.099	0.479	0.028	-0.513	0.079	
OGLE-LMC-RRLYR-10392	0.654	0.052	0.710	0.020	1.645	0.043	6590	100	0.198	0.090	0.68	0.10	0.486	0.029	-0.557	0.080	
OGLE-LMC-RRLYR-10395	0.708	0.050	0.771	0.019	1.686	0.042	6281	99	0.083	0.087	0.640	0.099	0.564	0.028	-0.800	0.077	
OGLE-LMC-RRLYR-10396	0.720	0.052	0.758	0.020	1.708	0.042	6450	100	0.072	0.088	0.58	0.10	0.527	0.029	-0.749	0.079	
OGLE-LMC-RRLYR-10397	0.598	0.056	0.779	0.022	1.693	0.051	6250	130	0.00	0.10	0.57	0.12	0.573	0.036	-0.888	0.085	
OGLE-LMC-RRLYR-10399	0.695	0.051	0.811	0.019	1.800	0.042	6380	100	-0.210	0.088	0.339	0.099	0.548	0.028	-1.055	0.079	
