ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-LMC-RRLYR-02753	0.608	0.051	0.705	0.019	1.674	0.042	6720	100	0.150	0.087	0.630	0.098	0.472	0.028	-0.582	0.078	
OGLE-LMC-RRLYR-02754	0.642	0.051	0.725	0.019	1.697	0.042	6660	100	0.089	0.087	0.583	0.098	0.486	0.028	-0.665	0.078	
OGLE-LMC-RRLYR-02756	0.598	0.051	0.734	0.019	1.623	0.043	6360	100	0.200	0.090	0.74	0.10	0.548	0.029	-0.648	0.078	
OGLE-LMC-RRLYR-02761	0.647	0.050	0.726	0.019	1.689	0.042	6620	100	0.110	0.087	0.613	0.098	0.495	0.028	-0.660	0.077	
OGLE-LMC-RRLYR-02762	0.691	0.051	0.761	0.019	1.700	0.042	6390	100	0.059	0.087	0.594	0.099	0.540	0.028	-0.783	0.078	
OGLE-LMC-RRLYR-02767	0.696	0.058	0.759	0.022	1.714	0.044	6470	110	0.056	0.091	0.55	0.10	0.517	0.030	-0.754	0.086	
OGLE-LMC-RRLYR-02770	0.650	0.052	0.778	0.020	1.748	0.042	6440	100	-0.089	0.088	0.43	0.10	0.530	0.028	-0.911	0.080	
OGLE-LMC-RRLYR-02772	0.673	0.051	0.737	0.019	1.676	0.042	6480	100	0.127	0.087	0.639	0.099	0.523	0.028	-0.687	0.078	
OGLE-LMC-RRLYR-02776	0.739	0.052	0.794	0.020	1.764	0.042	6380	100	-0.099	0.088	0.433	0.099	0.543	0.028	-0.946	0.079	
OGLE-LMC-RRLYR-02778	0.590	0.051	0.690	0.019	1.657	0.042	6770	100	0.198	0.087	0.671	0.098	0.459	0.028	-0.513	0.078	
OGLE-LMC-RRLYR-02782	0.647	0.050	0.765	0.019	1.748	0.042	6550	100	-0.064	0.087	0.455	0.098	0.512	0.028	-0.859	0.077	
OGLE-LMC-RRLYR-02785	0.656	0.052	0.723	0.019	1.687	0.042	6630	100	0.114	0.087	0.618	0.099	0.494	0.028	-0.653	0.078	
OGLE-LMC-RRLYR-02786	0.627	0.052	0.728	0.020	1.670	0.042	6520	100	0.126	0.088	0.639	0.099	0.515	0.028	-0.675	0.080	
OGLE-LMC-RRLYR-02787	0.612	0.052	0.729	0.020	1.701	0.042	6630	100	0.081	0.087	0.567	0.099	0.486	0.028	-0.676	0.079	
OGLE-LMC-RRLYR-02793	0.652	0.051	0.702	0.019	1.600	0.042	6480	100	0.299	0.088	0.84	0.10	0.529	0.028	-0.521	0.078	
OGLE-LMC-RRLYR-02798	0.719	0.051	0.751	0.019	1.685	0.042	6410	100	0.121	0.087	0.650	0.099	0.537	0.028	-0.717	0.078	
OGLE-LMC-RRLYR-02799	0.567	0.051	0.702	0.019	1.662	0.042	6710	100	0.182	0.087	0.666	0.099	0.472	0.028	-0.549	0.077	
OGLE-LMC-RRLYR-02800	0.661	0.050	0.760	0.019	1.654	0.042	6275	99	0.135	0.087	0.703	0.099	0.573	0.028	-0.750	0.077	
OGLE-LMC-RRLYR-02801	0.655	0.050	0.803	0.019	1.757	0.042	6300	100	-0.113	0.087	0.436	0.099	0.556	0.028	-0.985	0.078	
OGLE-LMC-RRLYR-02803	0.661	0.051	0.726	0.019	1.664	0.042	6520	100	0.169	0.087	0.681	0.099	0.516	0.028	-0.635	0.078	
OGLE-LMC-RRLYR-02805	0.641	0.052	0.732	0.019	1.725	0.042	6710	100	0.040	0.088	0.524	0.099	0.473	0.028	-0.692	0.079	
OGLE-LMC-RRLYR-02807	0.642	0.051	0.758	0.019	1.742	0.042	6570	100	-0.042	0.087	0.463	0.099	0.505	0.028	-0.826	0.079	
OGLE-LMC-RRLYR-02812	0.712	0.050	0.765	0.019	1.668	0.042	6260	100	0.117	0.088	0.67	0.10	0.569	0.028	-0.768	0.078	
OGLE-LMC-RRLYR-02815	0.650	0.051	0.726	0.020	1.667	0.042	6530	100	0.165	0.087	0.666	0.099	0.509	0.028	-0.631	0.079	
OGLE-LMC-RRLYR-02816	0.580	0.052	0.699	0.019	1.676	0.042	6780	100	0.162	0.087	0.630	0.099	0.456	0.029	-0.547	0.078	
OGLE-LMC-RRLYR-02818	0.601	0.054	0.686	0.020	1.649	0.042	6760	100	0.215	0.088	0.695	0.099	0.462	0.028	-0.504	0.081	
OGLE-LMC-RRLYR-02819	0.667	0.050	0.756	0.019	1.658	0.042	6318	99	0.123	0.088	0.683	0.099	0.562	0.028	-0.746	0.077	
OGLE-LMC-RRLYR-02820	0.624	0.050	0.724	0.019	1.687	0.042	6630	100	0.100	0.087	0.604	0.098	0.493	0.028	-0.666	0.077	
OGLE-LMC-RRLYR-02821	0.664	0.052	0.726	0.019	1.683	0.042	6590	100	0.116	0.087	0.628	0.099	0.503	0.028	-0.665	0.079	
OGLE-LMC-RRLYR-02824	0.607	0.051	0.743	0.019	1.724	0.042	6630	100	0.003	0.087	0.502	0.098	0.493	0.028	-0.760	0.078	
OGLE-LMC-RRLYR-02826	0.685	0.051	0.749	0.019	1.674	0.042	6390	100	0.125	0.087	0.657	0.099	0.542	0.028	-0.717	0.078	
OGLE-LMC-RRLYR-02828	0.654	0.050	0.748	0.019	1.636	0.042	6282	99	0.186	0.088	0.74	0.10	0.565	0.028	-0.700	0.077	
OGLE-LMC-RRLYR-02832	0.606	0.052	0.739	0.019	1.740	0.042	6720	100	-0.015	0.087	0.465	0.099	0.473	0.028	-0.747	0.079	
OGLE-LMC-RRLYR-02833	0.593	0.051	0.699	0.019	1.641	0.042	6640	100	0.236	0.087	0.722	0.099	0.484	0.028	-0.514	0.078	
OGLE-LMC-RRLYR-02840	0.719	0.051	0.784	0.020	1.748	0.042	6410	100	-0.042	0.088	0.47	0.10	0.525	0.028	-0.862	0.078	
OGLE-LMC-RRLYR-02842	0.613	0.053	0.793	0.021	1.750	0.044	6330	100	-0.118	0.091	0.43	0.10	0.553	0.029	-0.974	0.083	
OGLE-LMC-RRLYR-02845	0.591	0.050	0.711	0.019	1.689	0.042	6740	100	0.113	0.087	0.592	0.098	0.467	0.028	-0.610	0.078	
OGLE-LMC-RRLYR-02851	0.653	0.050	0.785	0.019	1.729	0.042	6330	100	-0.044	0.087	0.501	0.099	0.553	0.028	-0.907	0.077	
OGLE-LMC-RRLYR-02853	0.670	0.051	0.748	0.020	1.701	0.042	6490	100	0.078	0.088	0.592	0.099	0.518	0.028	-0.728	0.079	
OGLE-LMC-RRLYR-02854	0.548	0.050	0.688	0.019	1.676	0.042	6870	100	0.159	0.087	0.606	0.098	0.441	0.028	-0.522	0.077	
OGLE-LMC-RRLYR-02856	0.666	0.052	0.780	0.020	1.769	0.042	6510	100	-0.116	0.088	0.398	0.099	0.516	0.028	-0.917	0.080	
OGLE-LMC-RRLYR-02860	0.643	0.050	0.720	0.019	1.681	0.042	6646	99	0.123	0.087	0.622	0.099	0.491	0.028	-0.640	0.077	
OGLE-LMC-RRLYR-02862	0.688	0.051	0.735	0.020	1.627	0.043	6370	100	0.187	0.090	0.74	0.10	0.550	0.028	-0.669	0.079	
OGLE-LMC-RRLYR-02865	0.707	0.053	0.749	0.020	1.649	0.043	6290	110	0.138	0.089	0.71	0.10	0.576	0.029	-0.758	0.081	
OGLE-LMC-RRLYR-02867	0.670	0.053	0.738	0.020	1.703	0.042	6580	100	0.083	0.087	0.588	0.099	0.501	0.028	-0.696	0.079	
OGLE-LMC-RRLYR-02869	0.690	0.050	0.749	0.019	1.699	0.042	6460	100	0.084	0.087	0.614	0.099	0.528	0.028	-0.746	0.078	
OGLE-LMC-RRLYR-02871	0.734	0.051	0.751	0.020	1.681	0.042	6390	100	0.138	0.088	0.664	0.099	0.539	0.028	-0.705	0.079	
OGLE-LMC-RRLYR-02872	0.722	0.050	0.807	0.019	1.779	0.042	6340	100	-0.151	0.087	0.397	0.098	0.551	0.028	-1.008	0.078	
OGLE-LMC-RRLYR-02873	0.657	0.052	0.750	0.019	1.720	0.042	6550	100	0.031	0.087	0.544	0.099	0.508	0.028	-0.756	0.078	
OGLE-LMC-RRLYR-02874	0.666	0.050	0.749	0.019	1.643	0.042	6290	100	0.175	0.087	0.730	0.099	0.569	0.028	-0.711	0.078	
OGLE-LMC-RRLYR-02875	0.647	0.052	0.720	0.020	1.665	0.042	6580	100	0.164	0.088	0.671	0.099	0.503	0.028	-0.619	0.079	
OGLE-LMC-RRLYR-02876	0.560	0.051	0.681	0.019	1.626	0.042	6720	100	0.271	0.088	0.745	0.099	0.469	0.028	-0.465	0.078	
OGLE-LMC-RRLYR-02877	0.683	0.051	0.737	0.019	1.680	0.042	6500	100	0.132	0.087	0.650	0.099	0.520	0.028	-0.678	0.078	
OGLE-LMC-RRLYR-02886	0.551	0.051	0.713	0.019	1.552	0.043	6240	100	0.346	0.089	0.92	0.10	0.588	0.028	-0.569	0.078	
OGLE-LMC-RRLYR-02898	0.693	0.052	0.762	0.019	1.715	0.042	6430	100	0.009	0.088	0.54	0.10	0.536	0.028	-0.821	0.079	
OGLE-LMC-RRLYR-02900	0.565	0.052	0.704	0.019	1.704	0.042	6840	100	0.097	0.087	0.553	0.098	0.443	0.028	-0.587	0.079	
OGLE-LMC-RRLYR-02901	0.536	0.051	0.701	0.019	1.666	0.042	6730	100	0.143	0.087	0.628	0.098	0.469	0.028	-0.585	0.078	
OGLE-LMC-RRLYR-02905	0.556	0.051	0.673	0.019	1.670	0.042	6940	100	0.193	0.087	0.624	0.099	0.416	0.029	-0.450	0.079	
OGLE-LMC-RRLYR-02907	0.726	0.051	0.744	0.019	1.646	0.042	6310	100	0.195	0.087	0.746	0.099	0.560	0.028	-0.681	0.078	
OGLE-LMC-RRLYR-02908	0.575	0.051	0.737	0.019	1.693	0.042	6550	100	0.052	0.088	0.566	0.099	0.509	0.028	-0.732	0.078	
OGLE-LMC-RRLYR-02910	0.630	0.053	0.720	0.020	1.682	0.042	6650	100	0.113	0.089	0.60	0.10	0.491	0.028	-0.650	0.080	
OGLE-LMC-RRLYR-02914	0.629	0.052	0.702	0.019	1.620	0.042	6530	100	0.260	0.087	0.768	0.099	0.513	0.028	-0.541	0.078	
OGLE-LMC-RRLYR-02915	0.632	0.053	0.720	0.020	1.698	0.042	6690	100	0.086	0.088	0.583	0.099	0.480	0.029	-0.661	0.080	
OGLE-LMC-RRLYR-02916	0.617	0.051	0.713	0.019	1.651	0.042	6580	100	0.171	0.087	0.681	0.099	0.505	0.028	-0.612	0.078	
OGLE-LMC-RRLYR-02919	0.664	0.053	0.754	0.020	1.759	0.042	6670	100	-0.052	0.088	0.44	0.10	0.485	0.028	-0.803	0.079	
OGLE-LMC-RRLYR-02920	0.667	0.050	0.741	0.019	1.658	0.042	6390	100	0.150	0.088	0.68	0.10	0.542	0.028	-0.696	0.078	
OGLE-LMC-RRLYR-02921	0.667	0.051	0.749	0.019	1.674	0.042	6390	100	0.127	0.087	0.652	0.099	0.539	0.028	-0.716	0.078	
OGLE-LMC-RRLYR-02922	0.770	0.050	0.787	0.019	1.692	0.042	6200	100	0.053	0.087	0.637	0.098	0.593	0.028	-0.863	0.077	
OGLE-LMC-RRLYR-02924	0.682	0.053	0.735	0.020	1.711	0.042	6630	100	0.061	0.088	0.56	0.10	0.494	0.028	-0.706	0.080	
OGLE-LMC-RRLYR-02930	0.626	0.051	0.714	0.019	1.662	0.042	6610	100	0.158	0.087	0.657	0.099	0.497	0.028	-0.614	0.078	
OGLE-LMC-RRLYR-02932	0.601	0.051	0.710	0.019	1.659	0.042	6630	100	0.157	0.088	0.655	0.099	0.493	0.028	-0.604	0.078	
OGLE-LMC-RRLYR-02939	0.614	0.053	0.706	0.020	1.684	0.042	6750	100	0.132	0.088	0.602	0.099	0.464	0.028	-0.587	0.079	
OGLE-LMC-RRLYR-02944	0.763	0.050	0.776	0.019	1.735	0.042	6410	100	0.009	0.087	0.532	0.098	0.535	0.028	-0.827	0.078	
OGLE-LMC-RRLYR-02945	0.613	0.050	0.743	0.019	1.665	0.042	6430	100	0.118	0.088	0.64	0.10	0.527	0.028	-0.707	0.078	
OGLE-LMC-RRLYR-02948	0.592	0.051	0.690	0.019	1.605	0.042	6560	100	0.276	0.088	0.77	0.10	0.498	0.028	-0.502	0.078	
OGLE-LMC-RRLYR-02950	0.643	0.063	0.780	0.024	1.774	0.044	6530	120	-0.140	0.093	0.38	0.10	0.518	0.033	-0.942	0.096	
OGLE-LMC-RRLYR-02952	0.608	0.050	0.712	0.019	1.547	0.043	6220	100	0.364	0.089	0.94	0.10	0.589	0.028	-0.556	0.078	
OGLE-LMC-RRLYR-02953	0.672	0.051	0.748	0.019	1.693	0.042	6460	100	0.075	0.087	0.597	0.099	0.528	0.028	-0.748	0.078	
OGLE-LMC-RRLYR-02956	0.580	0.051	0.696	0.019	1.630	0.042	6640	100	0.237	0.087	0.744	0.099	0.491	0.028	-0.526	0.077	
OGLE-LMC-RRLYR-02958	0.656	0.051	0.732	0.019	1.688	0.042	6570	100	0.099	0.087	0.614	0.098	0.506	0.028	-0.686	0.077	
OGLE-LMC-RRLYR-02961	0.622	0.050	0.780	0.019	1.780	0.042	6560	100	-0.155	0.087	0.364	0.098	0.512	0.028	-0.950	0.078	
OGLE-LMC-RRLYR-02963	0.660	0.057	0.744	0.022	1.679	0.044	6450	110	0.126	0.091	0.63	0.10	0.524	0.030	-0.690	0.085	
OGLE-LMC-RRLYR-02964	0.607	0.055	0.701	0.020	1.655	0.044	6680	110	0.190	0.090	0.67	0.10	0.480	0.029	-0.554	0.082	
OGLE-LMC-RRLYR-02969	0.672	0.052	0.768	0.020	1.762	0.042	6570	100	-0.084	0.087	0.427	0.099	0.508	0.029	-0.873	0.080	
OGLE-LMC-RRLYR-02971	0.678	0.050	0.792	0.019	1.742	0.042	6310	99	-0.085	0.087	0.470	0.099	0.560	0.028	-0.952	0.078	
OGLE-LMC-RRLYR-02972	0.760	0.051	0.765	0.019	1.736	0.042	6500	100	0.012	0.087	0.533	0.099	0.522	0.028	-0.803	0.078	
OGLE-LMC-RRLYR-02982	0.637	0.051	0.753	0.019	1.716	0.042	6520	100	0.003	0.088	0.525	0.099	0.518	0.028	-0.800	0.079	
OGLE-LMC-RRLYR-02986	0.562	0.050	0.655	0.019	1.559	0.042	6660	100	0.362	0.088	0.86	0.10	0.487	0.028	-0.394	0.077	
OGLE-LMC-RRLYR-02988	0.686	0.050	0.751	0.019	1.650	0.042	6290	100	0.168	0.087	0.716	0.099	0.562	0.028	-0.716	0.077	
OGLE-LMC-RRLYR-02989	0.557	0.050	0.660	0.019	1.617	0.042	6840	100	0.292	0.087	0.722	0.099	0.420	0.028	-0.370	0.077	
OGLE-LMC-RRLYR-02991	0.599	0.054	0.699	0.020	1.648	0.042	6670	100	0.189	0.088	0.689	0.099	0.483	0.028	-0.560	0.080	
OGLE-LMC-RRLYR-02994	0.598	0.050	0.723	0.019	1.689	0.042	6650	100	0.091	0.087	0.586	0.098	0.488	0.028	-0.665	0.077	
OGLE-LMC-RRLYR-02995	0.732	0.054	0.772	0.021	1.707	0.043	6340	100	0.051	0.089	0.59	0.10	0.551	0.029	-0.807	0.082	
OGLE-LMC-RRLYR-02996	0.579	0.054	0.677	0.020	1.651	0.042	6850	100	0.228	0.089	0.685	0.099	0.445	0.028	-0.460	0.081	
OGLE-LMC-RRLYR-03004	0.599	0.050	0.701	0.019	1.650	0.042	6660	100	0.225	0.087	0.711	0.099	0.479	0.028	-0.524	0.078	
OGLE-LMC-RRLYR-03006	0.610	0.050	0.747	0.019	1.743	0.042	6673	99	-0.041	0.087	0.451	0.099	0.486	0.028	-0.794	0.077	
OGLE-LMC-RRLYR-03014	0.659	0.052	0.712	0.019	1.670	0.042	6650	100	0.185	0.087	0.674	0.099	0.486	0.028	-0.570	0.078	
OGLE-LMC-RRLYR-03015	0.649	0.051	0.728	0.019	1.597	0.042	6290	100	0.275	0.088	0.84	0.10	0.575	0.029	-0.610	0.078	
OGLE-LMC-RRLYR-03017	0.654	0.050	0.735	0.019	1.709	0.042	6630	100	0.053	0.087	0.551	0.098	0.493	0.028	-0.714	0.078	
OGLE-LMC-RRLYR-03018	0.680	0.051	0.733	0.019	1.704	0.042	6620	100	0.080	0.087	0.586	0.098	0.496	0.028	-0.691	0.078	
OGLE-LMC-RRLYR-03022	0.603	0.051	0.742	0.019	1.714	0.042	6600	100	0.012	0.087	0.522	0.099	0.503	0.029	-0.765	0.078	
OGLE-LMC-RRLYR-03024	0.710	0.050	0.764	0.019	1.668	0.042	6260	100	0.113	0.087	0.681	0.098	0.573	0.028	-0.777	0.077	
OGLE-LMC-RRLYR-03028	0.565	0.051	0.685	0.019	1.664	0.042	6840	100	0.191	0.087	0.650	0.098	0.447	0.028	-0.499	0.078	
OGLE-LMC-RRLYR-03029	0.562	0.051	0.692	0.019	1.671	0.042	6810	100	0.163	0.087	0.622	0.098	0.449	0.028	-0.535	0.078	
OGLE-LMC-RRLYR-03030	0.622	0.050	0.732	0.019	1.696	0.042	6612	99	0.074	0.087	0.589	0.098	0.499	0.028	-0.700	0.077	
OGLE-LMC-RRLYR-03033	0.730	0.051	0.803	0.019	1.776	0.042	6360	100	-0.133	0.087	0.406	0.099	0.547	0.028	-0.987	0.078	
OGLE-LMC-RRLYR-03034	0.650	0.052	0.757	0.019	1.783	0.042	6740	100	-0.088	0.087	0.390	0.098	0.467	0.028	-0.809	0.079	
OGLE-LMC-RRLYR-03035	0.684	0.051	0.738	0.019	1.697	0.042	6550	100	0.101	0.087	0.609	0.098	0.509	0.028	-0.694	0.078	
OGLE-LMC-RRLYR-03038	0.704	0.050	0.782	0.019	1.789	0.042	6570	100	-0.136	0.087	0.377	0.098	0.509	0.028	-0.926	0.077	
OGLE-LMC-RRLYR-03039	0.738	0.050	0.770	0.019	1.705	0.042	6378	99	0.040	0.088	0.58	0.10	0.539	0.028	-0.798	0.078	
OGLE-LMC-RRLYR-03040	0.681	0.050	0.738	0.019	1.694	0.042	6550	100	0.093	0.087	0.613	0.099	0.513	0.028	-0.705	0.077	
OGLE-LMC-RRLYR-03042	0.608	0.053	0.779	0.021	1.751	0.044	6460	120	-0.092	0.091	0.41	0.11	0.513	0.034	-0.899	0.084	
OGLE-LMC-RRLYR-03047	0.698	0.051	0.742	0.019	1.697	0.042	6520	100	0.110	0.087	0.611	0.099	0.511	0.028	-0.686	0.079	
OGLE-LMC-RRLYR-03049	0.612	0.051	0.740	0.019	1.733	0.042	6690	100	-0.006	0.087	0.478	0.099	0.481	0.028	-0.752	0.078	
OGLE-LMC-RRLYR-03052	0.702	0.051	0.753	0.019	1.687	0.042	6400	100	0.101	0.087	0.630	0.099	0.539	0.028	-0.741	0.078	
OGLE-LMC-RRLYR-03056	0.628	0.050	0.738	0.019	1.643	0.042	6380	100	0.170	0.088	0.70	0.10	0.540	0.028	-0.669	0.077	
OGLE-LMC-RRLYR-03060	0.643	0.049	0.769	0.019	1.777	0.042	6641	99	-0.116	0.087	0.385	0.098	0.494	0.028	-0.882	0.077	
OGLE-LMC-RRLYR-03061	0.620	0.051	0.721	0.019	1.697	0.042	6690	100	0.091	0.087	0.578	0.098	0.479	0.028	-0.650	0.078	
OGLE-LMC-RRLYR-03071	0.599	0.055	0.684	0.020	1.658	0.043	6830	100	0.206	0.089	0.66	0.10	0.453	0.028	-0.494	0.081	
OGLE-LMC-RRLYR-03073	0.679	0.051	0.767	0.019	1.753	0.042	6540	100	-0.060	0.088	0.453	0.099	0.512	0.028	-0.858	0.079	
OGLE-LMC-RRLYR-03074	0.570	0.050	0.700	0.019	1.557	0.043	6360	100	0.365	0.089	0.91	0.10	0.554	0.028	-0.499	0.077	
OGLE-LMC-RRLYR-03075	0.670	0.052	0.719	0.019	1.695	0.042	6690	100	0.120	0.088	0.614	0.099	0.481	0.028	-0.630	0.079	
OGLE-LMC-RRLYR-03076	0.684	0.051	0.770	0.019	1.756	0.042	6540	100	-0.070	0.087	0.445	0.098	0.514	0.028	-0.870	0.078	
OGLE-LMC-RRLYR-03077	0.665	0.057	0.739	0.021	1.692	0.044	6540	100	0.095	0.089	0.60	0.10	0.511	0.029	-0.700	0.082	
OGLE-LMC-RRLYR-03080	0.694	0.051	0.743	0.019	1.681	0.042	6460	100	0.129	0.087	0.647	0.099	0.527	0.028	-0.693	0.078	
OGLE-LMC-RRLYR-03081	0.699	0.050	0.774	0.019	1.686	0.042	6280	100	0.072	0.088	0.63	0.10	0.565	0.028	-0.805	0.077	
OGLE-LMC-RRLYR-03082	0.651	0.053	0.762	0.020	1.772	0.042	6650	100	-0.093	0.088	0.403	0.099	0.487	0.029	-0.850	0.082	
OGLE-LMC-RRLYR-03087	0.624	0.051	0.722	0.019	1.678	0.042	6610	100	0.123	0.087	0.632	0.099	0.499	0.028	-0.652	0.077	
OGLE-LMC-RRLYR-03090	0.662	0.050	0.746	0.019	1.651	0.042	6330	100	0.169	0.087	0.711	0.099	0.554	0.028	-0.699	0.077	
OGLE-LMC-RRLYR-03091	0.691	0.051	0.759	0.019	1.701	0.042	6410	100	0.060	0.087	0.589	0.099	0.536	0.028	-0.773	0.078	
OGLE-LMC-RRLYR-03093	0.646	0.051	0.717	0.019	1.677	0.042	6640	100	0.135	0.087	0.630	0.099	0.491	0.028	-0.627	0.078	
OGLE-LMC-RRLYR-03098	0.564	0.051	0.714	0.019	1.645	0.042	6540	100	0.168	0.087	0.681	0.099	0.512	0.028	-0.625	0.078	
OGLE-LMC-RRLYR-03099	0.593	0.052	0.721	0.020	1.701	0.042	6700	100	0.075	0.087	0.560	0.098	0.474	0.029	-0.664	0.080	
OGLE-LMC-RRLYR-03103	0.743	0.050	0.778	0.019	1.705	0.042	6290	100	0.035	0.087	0.590	0.099	0.563	0.028	-0.846	0.077	
OGLE-LMC-RRLYR-03106	0.657	0.053	0.731	0.020	1.662	0.042	6470	100	0.159	0.088	0.675	0.099	0.522	0.029	-0.663	0.081	
OGLE-LMC-RRLYR-03111	0.592	0.051	0.704	0.019	1.681	0.042	6760	100	0.136	0.087	0.606	0.098	0.462	0.028	-0.582	0.078	
OGLE-LMC-RRLYR-03114	0.707	0.053	0.764	0.020	1.693	0.042	6350	100	0.086	0.088	0.63	0.10	0.548	0.029	-0.770	0.080	
OGLE-LMC-RRLYR-03119	0.631	0.050	0.718	0.019	1.668	0.042	6618	99	0.140	0.087	0.647	0.098	0.498	0.028	-0.632	0.077	
OGLE-LMC-RRLYR-03120	0.699	0.051	0.749	0.019	1.730	0.042	6590	100	0.023	0.087	0.527	0.098	0.500	0.028	-0.757	0.078	
OGLE-LMC-RRLYR-03122	0.535	0.050	0.712	0.019	1.692	0.042	6730	100	0.091	0.087	0.570	0.098	0.463	0.028	-0.633	0.077	
OGLE-LMC-RRLYR-03124	0.594	0.050	0.712	0.019	1.558	0.043	6270	100	0.352	0.089	0.91	0.10	0.570	0.028	-0.539	0.077	
OGLE-LMC-RRLYR-03125	0.646	0.051	0.768	0.019	1.715	0.042	6400	100	0.007	0.087	0.536	0.099	0.537	0.028	-0.831	0.078	
OGLE-LMC-RRLYR-03128	0.699	0.052	0.743	0.019	1.694	0.042	6510	100	0.107	0.087	0.625	0.099	0.518	0.028	-0.700	0.079	
OGLE-LMC-RRLYR-03130	0.606	0.052	0.707	0.019	1.635	0.042	6570	100	0.204	0.088	0.717	0.099	0.508	0.028	-0.586	0.079	
OGLE-LMC-RRLYR-03131	0.544	0.051	0.675	0.019	1.588	0.042	6600	100	0.303	0.087	0.830	0.098	0.500	0.028	-0.466	0.078	
OGLE-LMC-RRLYR-03136	0.659	0.051	0.781	0.019	1.738	0.042	6380	100	-0.064	0.088	0.47	0.10	0.543	0.028	-0.906	0.078	
OGLE-LMC-RRLYR-03139	0.746	0.051	0.763	0.019	1.737	0.042	6520	100	0.007	0.087	0.530	0.098	0.519	0.028	-0.801	0.077	
OGLE-LMC-RRLYR-03141	0.570	0.052	0.711	0.019	1.716	0.042	6850	100	0.070	0.087	0.527	0.099	0.446	0.028	-0.617	0.079	
OGLE-LMC-RRLYR-03146	0.677	0.050	0.739	0.019	1.711	0.042	6610	100	0.080	0.087	0.582	0.098	0.495	0.028	-0.687	0.077	
OGLE-LMC-RRLYR-03150	0.583	0.051	0.699	0.019	1.639	0.042	6650	100	0.231	0.088	0.726	0.099	0.486	0.028	-0.519	0.078	
OGLE-LMC-RRLYR-03152	0.688	0.057	0.728	0.021	1.648	0.043	6450	100	0.198	0.089	0.73	0.10	0.535	0.028	-0.636	0.082	
OGLE-LMC-RRLYR-03155	0.664	0.051	0.743	0.019	1.686	0.042	6480	100	0.114	0.087	0.629	0.098	0.520	0.028	-0.695	0.078	
OGLE-LMC-RRLYR-03159	0.584	0.058	0.717	0.021	1.655	0.043	6560	110	0.148	0.090	0.66	0.10	0.506	0.030	-0.637	0.085	
OGLE-LMC-RRLYR-03160	0.764	0.051	0.772	0.019	1.704	0.042	6330	100	0.073	0.088	0.613	0.099	0.554	0.028	-0.793	0.078	
OGLE-LMC-RRLYR-03164	0.595	0.052	0.689	0.019	1.662	0.042	6790	100	0.189	0.088	0.664	0.099	0.457	0.028	-0.521	0.079	
OGLE-LMC-RRLYR-03165	0.699	0.050	0.767	0.019	1.689	0.042	6320	100	0.083	0.087	0.630	0.099	0.555	0.028	-0.783	0.077	
OGLE-LMC-RRLYR-03169	0.634	0.051	0.730	0.019	1.646	0.042	6430	100	0.190	0.087	0.713	0.098	0.532	0.028	-0.639	0.078	
OGLE-LMC-RRLYR-03170	0.614	0.068	0.720	0.026	1.663	0.045	6550	130	0.170	0.096	0.66	0.10	0.502	0.033	-0.61	0.10	
OGLE-LMC-RRLYR-03171	0.616	0.050	0.742	0.019	1.653	0.042	6397	99	0.139	0.088	0.67	0.10	0.534	0.028	-0.691	0.077	
OGLE-LMC-RRLYR-03178	0.624	0.050	0.739	0.019	1.621	0.042	6302	99	0.216	0.087	0.774	0.099	0.568	0.028	-0.673	0.077	
OGLE-LMC-RRLYR-03183	0.540	0.050	0.709	0.019	1.713	0.041	6850	100	0.068	0.087	0.523	0.098	0.442	0.028	-0.616	0.077	
OGLE-LMC-RRLYR-03186	0.666	0.050	0.726	0.019	1.660	0.042	6510	100	0.197	0.087	0.713	0.099	0.516	0.028	-0.606	0.078	
OGLE-LMC-RRLYR-03187	0.699	0.050	0.767	0.019	1.683	0.042	6300	100	0.094	0.087	0.644	0.099	0.560	0.028	-0.778	0.078	
OGLE-LMC-RRLYR-03195	0.681	0.056	0.735	0.021	1.680	0.043	6510	110	0.132	0.089	0.646	0.099	0.517	0.029	-0.674	0.083	
OGLE-LMC-RRLYR-03198	0.528	0.049	0.690	0.019	1.672	0.042	6830	100	0.141	0.087	0.598	0.098	0.440	0.028	-0.542	0.077	
OGLE-LMC-RRLYR-03199	0.668	0.050	0.760	0.019	1.688	0.042	6400	100	0.070	0.088	0.59	0.10	0.529	0.028	-0.755	0.077	
OGLE-LMC-RRLYR-03201	0.675	0.051	0.746	0.019	1.682	0.042	6440	100	0.119	0.087	0.639	0.099	0.529	0.028	-0.704	0.078	
OGLE-LMC-RRLYR-03215	0.644	0.051	0.727	0.019	1.677	0.042	6560	100	0.140	0.087	0.641	0.099	0.504	0.028	-0.646	0.078	
OGLE-LMC-RRLYR-03217	0.709	0.051	0.746	0.019	1.680	0.042	6420	100	0.118	0.087	0.649	0.099	0.538	0.028	-0.721	0.078	
OGLE-LMC-RRLYR-03218	0.626	0.050	0.744	0.019	1.724	0.042	6630	100	0.001	0.087	0.505	0.099	0.495	0.028	-0.767	0.078	
OGLE-LMC-RRLYR-03222	0.709	0.050	0.761	0.019	1.651	0.042	6223	99	0.162	0.087	0.732	0.099	0.581	0.028	-0.748	0.077	
